year,month,day,hour,Node1,Node2,Buyer
2016,3,26,19,246.25,35.8,3.087
2016,3,26,20,247.1,35.9,3.087
2016,3,26,21,252.45,36.7,3.087
2016,3,26,22,235.75,34.25,3.087
2016,3,26,23,216.85,31.55,3.087
2016,3,26,24,205.55,29.85,3.087
2016,3,27,1,194.6,28.3,3.006
2016,3,27,2,189.3,27.5,3.006
2016,3,27,3,181.95,26.45,3.006
2016,3,27,4,177.9,25.85,3.006
2016,3,27,5,177.05,25.75,3.006
2016,3,27,6,181.75,26.4,3.006
2016,3,27,7,217.8,31.65,3.006
2016,3,27,8,259.8,37.75,3.006
2016,3,27,9,281.15,40.85,3.006
2016,3,27,10,281.5,40.95,3.006
2016,3,27,11,268.35,39,3.006
2016,3,27,12,257.6,37.45,3.006
2016,3,27,13,280.25,40.7,3.006
2016,3,27,14,290.65,42.25,3.006
2016,3,27,15,278.7,40.5,3.006
2016,3,27,16,264.65,38.45,3.006
2016,3,27,17,240.55,34.95,3.006
2016,3,27,18,231.6,33.65,3.006
2016,3,27,19,246.25,35.8,3.006
2016,3,27,20,247.1,35.9,3.006
2016,3,27,21,252.45,36.7,3.006
2016,3,27,22,235.75,34.25,3.006
2016,3,27,23,216.85,31.55,3.006
2016,3,27,24,205.55,29.85,3.006
2016,3,28,1,216.25,31.45,2.9295
2016,3,28,2,210.3,30.6,2.9295
2016,3,28,3,202.25,29.4,2.9295
2016,3,28,4,197.7,28.7,2.9295
2016,3,28,5,196.75,28.6,2.9295
2016,3,28,6,201.95,29.35,2.9295
2016,3,28,7,242,35.2,2.9295
2016,3,28,8,288.65,41.95,2.9295
2016,3,28,9,312.35,45.4,2.9295
2016,3,28,10,312.8,45.45,2.9295
2016,3,28,11,298.15,43.35,2.9295
2016,3,28,12,286.2,41.6,2.9295
2016,3,28,13,311.45,45.25,2.9295
2016,3,28,14,322.95,46.95,2.9295
2016,3,28,15,309.65,45,2.9295
2016,3,28,16,294.05,42.75,2.9295
2016,3,28,17,267.25,38.85,2.9295
2016,3,28,18,257.35,37.4,2.9295
2016,3,28,19,273.6,39.8,2.9295
2016,3,28,20,274.6,39.9,2.9295
2016,3,28,21,280.5,40.75,2.9295
2016,3,28,22,261.9,38.05,2.9295
2016,3,28,23,240.9,35.05,2.9295
2016,3,28,24,228.4,33.2,2.9295
2016,3,29,1,216.25,31.45,2.8485
2016,3,29,2,210.3,30.6,2.8485
2016,3,29,3,202.25,29.4,2.8485
2016,3,29,4,197.7,28.7,2.8485
2016,3,29,5,196.75,28.6,2.8485
2016,3,29,6,201.95,29.35,2.8485
2016,3,29,7,242,35.2,2.8485
2016,3,29,8,288.65,41.95,2.8485
2016,3,29,9,312.35,45.4,2.8485
2016,3,29,10,312.8,45.45,2.8485
2016,3,29,11,298.15,43.35,2.8485
2016,3,29,12,286.2,41.6,2.8485
2016,3,29,13,311.45,45.25,2.8485
2016,3,29,14,322.95,46.95,2.8485
2016,3,29,15,309.65,45,2.8485
2016,3,29,16,294.05,42.75,2.8485
2016,3,29,17,267.25,38.85,2.8485
2016,3,29,18,257.35,37.4,2.8485
2016,3,29,19,273.6,39.8,2.8485
2016,3,29,20,274.6,39.9,2.8485
2016,3,29,21,280.5,40.75,2.8485
2016,3,29,22,261.9,38.05,2.8485
2016,3,29,23,240.9,35.05,2.8485
2016,3,29,24,228.4,33.2,2.8485
2016,3,30,1,216.25,31.45,2.772
2016,3,30,2,210.3,30.6,2.772
2016,3,30,3,202.25,29.4,2.772
2016,3,30,4,197.7,28.7,2.772
2016,3,30,5,196.75,28.6,2.772
2016,3,30,6,201.95,29.35,2.772
2016,3,30,7,242,35.2,2.772
2016,3,30,8,288.65,41.95,2.772
2016,3,30,9,312.35,45.4,2.772
2016,3,30,10,312.8,45.45,2.772
2016,3,30,11,298.15,43.35,2.772
2016,3,30,12,286.2,41.6,2.772
2016,3,30,13,311.45,45.25,2.772
2016,3,30,14,322.95,46.95,2.772
2016,3,30,15,309.65,45,2.772
2016,3,30,16,294.05,42.75,2.772
2016,3,30,17,267.25,38.85,2.772
2016,3,30,18,257.35,37.4,2.772
2016,3,30,19,273.6,39.8,2.772
2016,3,30,20,274.6,39.9,2.772
2016,3,30,21,280.5,40.75,2.772
2016,3,30,22,261.9,38.05,2.772
2016,3,30,23,240.9,35.05,2.772
2016,3,30,24,228.4,33.2,2.772
2016,3,31,1,216.25,31.45,2.7045
2016,3,31,2,210.3,30.6,2.7045
2016,3,31,3,202.25,29.4,2.7045
2016,3,31,4,197.7,28.7,2.7045
2016,3,31,5,196.75,28.6,2.7045
2016,3,31,6,201.95,29.35,2.7045
2016,3,31,7,242,35.2,2.7045
2016,3,31,8,288.65,41.95,2.7045
2016,3,31,9,312.35,45.4,2.7045
2016,3,31,10,312.8,45.45,2.7045
2016,3,31,11,298.15,43.35,2.7045
2016,3,31,12,286.2,41.6,2.7045
2016,3,31,13,311.45,45.25,2.7045
2016,3,31,14,322.95,46.95,2.7045
2016,3,31,15,309.65,45,2.7045
2016,3,31,16,294.05,42.75,2.7045
2016,3,31,17,267.25,38.85,2.7045
2016,3,31,18,257.35,37.4,2.7045
2016,3,31,19,273.6,39.8,2.7045
2016,3,31,20,274.6,39.9,2.7045
2016,3,31,21,280.5,40.75,2.7045
2016,3,31,22,261.9,38.05,2.7045
2016,3,31,23,240.9,35.05,2.7045
2016,3,31,24,228.4,33.2,2.7045
2016,4,1,1,233.4,33.95,2.655
2016,4,1,2,227,33,2.655
2016,4,1,3,218.25,31.75,2.655
2016,4,1,4,213.35,31,2.655
2016,4,1,5,212.35,30.85,2.655
2016,4,1,6,218,31.7,2.655
2016,4,1,7,261.2,37.95,2.655
2016,4,1,8,311.55,45.25,2.655
2016,4,1,9,337.15,49,2.655
2016,4,1,10,337.6,49.05,2.655
2016,4,1,11,321.85,46.75,2.655
2016,4,1,12,308.95,44.9,2.655
2016,4,1,13,336.1,48.85,2.655
2016,4,1,14,348.6,50.7,2.655
2016,4,1,15,334.25,48.6,2.655
2016,4,1,16,317.4,46.15,2.655
2016,4,1,17,288.45,41.9,2.655
2016,4,1,18,277.75,40.35,2.655
2016,4,1,19,295.3,42.9,2.655
2016,4,1,20,296.4,43.05,2.655
2016,4,1,21,302.75,44,2.655
2016,4,1,22,282.7,41.1,2.655
2016,4,1,23,260,37.8,2.655
2016,4,1,24,246.5,35.8,2.655
2016,4,2,1,210.05,30.55,2.5695
2016,4,2,2,204.3,29.7,2.5695
2016,4,2,3,196.45,28.55,2.5695
2016,4,2,4,192,27.95,2.5695
2016,4,2,5,191.1,27.75,2.5695
2016,4,2,6,196.15,28.5,2.5695
2016,4,2,7,235.05,34.15,2.5695
2016,4,2,8,280.4,40.75,2.5695
2016,4,2,9,303.45,44.1,2.5695
2016,4,2,10,303.85,44.15,2.5695
2016,4,2,11,289.65,42.05,2.5695
2016,4,2,12,278,40.4,2.5695
2016,4,2,13,302.5,43.95,2.5695
2016,4,2,14,313.75,45.55,2.5695
2016,4,2,15,300.85,43.75,2.5695
2016,4,2,16,285.65,41.5,2.5695
2016,4,2,17,259.65,37.75,2.5695
2016,4,2,18,250,36.35,2.5695
2016,4,2,19,265.75,38.65,2.5695
2016,4,2,20,266.75,38.8,2.5695
2016,4,2,21,272.5,39.6,2.5695
2016,4,2,22,254.45,36.95,2.5695
2016,4,2,23,234,34.05,2.5695
2016,4,2,24,221.85,32.25,2.5695
2016,4,3,1,210.05,30.55,2.4705
2016,4,3,2,204.3,29.7,2.4705
2016,4,3,3,196.45,28.55,2.4705
2016,4,3,4,192,27.95,2.4705
2016,4,3,5,191.1,27.75,2.4705
2016,4,3,6,196.15,28.5,2.4705
2016,4,3,7,235.05,34.15,2.4705
2016,4,3,8,280.4,40.75,2.4705
2016,4,3,9,303.45,44.1,2.4705
2016,4,3,10,303.85,44.15,2.4705
2016,4,3,11,289.65,42.05,2.4705
2016,4,3,12,278,40.4,2.4705
2016,4,3,13,302.5,43.95,2.4705
2016,4,3,14,313.75,45.55,2.4705
2016,4,3,15,300.85,43.75,2.4705
2016,4,3,16,285.65,41.5,2.4705
2016,4,3,17,259.65,37.75,2.4705
2016,4,3,18,250,36.35,2.4705
2016,4,3,19,265.75,38.65,2.4705
2016,4,3,20,266.75,38.8,2.4705
2016,4,3,21,272.5,39.6,2.4705
2016,4,3,22,254.45,36.95,2.4705
2016,4,3,23,234,34.05,2.4705
2016,4,3,24,221.85,32.25,2.4705
2016,4,4,1,233.4,33.95,2.394
2016,4,4,2,227,33,2.394
2016,4,4,3,218.25,31.75,2.394
2016,4,4,4,213.35,31,2.394
2016,4,4,5,212.35,30.85,2.394
2016,4,4,6,218,31.7,2.394
2016,4,4,7,261.2,37.95,2.394
2016,4,4,8,311.55,45.25,2.394
2016,4,4,9,337.15,49,2.394
2016,4,4,10,337.6,49.05,2.394
2016,4,4,11,321.85,46.75,2.394
2016,4,4,12,308.95,44.9,2.394
2016,4,4,13,336.1,48.85,2.394
2016,4,4,14,348.6,50.7,2.394
2016,4,4,15,334.25,48.6,2.394
2016,4,4,16,317.4,46.15,2.394
2016,4,4,17,288.45,41.9,2.394
2016,4,4,18,277.75,40.35,2.394
2016,4,4,19,295.3,42.9,2.394
2016,4,4,20,296.4,43.05,2.394
2016,4,4,21,302.75,44,2.394
2016,4,4,22,282.7,41.1,2.394
2016,4,4,23,260,37.8,2.394
2016,4,4,24,246.5,35.8,2.394
2016,4,5,1,233.4,33.95,2.322
2016,4,5,2,227,33,2.322
2016,4,5,3,218.25,31.75,2.322
2016,4,5,4,213.35,31,2.322
2016,4,5,5,212.35,30.85,2.322
2016,4,5,6,218,31.7,2.322
2016,4,5,7,261.2,37.95,2.322
2016,4,5,8,311.55,45.25,2.322
2016,4,5,9,337.15,49,2.322
2016,4,5,10,337.6,49.05,2.322
2016,4,5,11,321.85,46.75,2.322
2016,4,5,12,308.95,44.9,2.322
2016,4,5,13,336.1,48.85,2.322
2016,4,5,14,348.6,50.7,2.322
2016,4,5,15,334.25,48.6,2.322
2016,4,5,16,317.4,46.15,2.322
2016,4,5,17,288.45,41.9,2.322
2016,4,5,18,277.75,40.35,2.322
2016,4,5,19,295.3,42.9,2.322
2016,4,5,20,296.4,43.05,2.322
2016,4,5,21,302.75,44,2.322
2016,4,5,22,282.7,41.1,2.322
2016,4,5,23,260,37.8,2.322
2016,4,5,24,246.5,35.8,2.322
2016,4,6,1,233.4,33.95,2.25
2016,4,6,2,227,33,2.25
2016,4,6,3,218.25,31.75,2.25
2016,4,6,4,213.35,31,2.25
2016,4,6,5,212.35,30.85,2.25
2016,4,6,6,218,31.7,2.25
2016,4,6,7,261.2,37.95,2.25
2016,4,6,8,311.55,45.25,2.25
2016,4,6,9,337.15,49,2.25
2016,4,6,10,337.6,49.05,2.25
2016,4,6,11,321.85,46.75,2.25
2016,4,6,12,308.95,44.9,2.25
2016,4,6,13,336.1,48.85,2.25
2016,4,6,14,348.6,50.7,2.25
2016,4,6,15,334.25,48.6,2.25
2016,4,6,16,317.4,46.15,2.25
2016,4,6,17,288.45,41.9,2.25
2016,4,6,18,277.75,40.35,2.25
2016,4,6,19,295.3,42.9,2.25
2016,4,6,20,296.4,43.05,2.25
2016,4,6,21,302.75,44,2.25
2016,4,6,22,282.7,41.1,2.25
2016,4,6,23,260,37.8,2.25
2016,4,6,24,246.5,35.8,2.25
2016,4,7,1,233.4,33.95,2.178
2016,4,7,2,227,33,2.178
2016,4,7,3,218.25,31.75,2.178
2016,4,7,4,213.35,31,2.178
2016,4,7,5,212.35,30.85,2.178
2016,4,7,6,218,31.7,2.178
2016,4,7,7,261.2,37.95,2.178
2016,4,7,8,311.55,45.25,2.178
2016,4,7,9,337.15,49,2.178
2016,4,7,10,337.6,49.05,2.178
2016,4,7,11,321.85,46.75,2.178
2016,4,7,12,308.95,44.9,2.178
2016,4,7,13,336.1,48.85,2.178
2016,4,7,14,348.6,50.7,2.178
2016,4,7,15,334.25,48.6,2.178
2016,4,7,16,317.4,46.15,2.178
2016,4,7,17,288.45,41.9,2.178
2016,4,7,18,277.75,40.35,2.178
2016,4,7,19,295.3,42.9,2.178
2016,4,7,20,296.4,43.05,2.178
2016,4,7,21,302.75,44,2.178
2016,4,7,22,282.7,41.1,2.178
2016,4,7,23,260,37.8,2.178
2016,4,7,24,246.5,35.8,2.178
2016,4,8,1,233.4,33.95,2.1105
2016,4,8,2,227,33,2.1105
2016,4,8,3,218.25,31.75,2.1105
2016,4,8,4,213.35,31,2.1105
2016,4,8,5,212.35,30.85,2.1105
2016,4,8,6,218,31.7,2.1105
2016,4,8,7,261.2,37.95,2.1105
2016,4,8,8,311.55,45.25,2.1105
2016,4,8,9,337.15,49,2.1105
2016,4,8,10,337.6,49.05,2.1105
2016,4,8,11,321.85,46.75,2.1105
2016,4,8,12,308.95,44.9,2.1105
2016,4,8,13,336.1,48.85,2.1105
2016,4,8,14,348.6,50.7,2.1105
2016,4,8,15,334.25,48.6,2.1105
2016,4,8,16,317.4,46.15,2.1105
2016,4,8,17,288.45,41.9,2.1105
2016,4,8,18,277.75,40.35,2.1105
2016,4,8,19,295.3,42.9,2.1105
2016,4,8,20,296.4,43.05,2.1105
2016,4,8,21,302.75,44,2.1105
2016,4,8,22,282.7,41.1,2.1105
2016,4,8,23,260,37.8,2.1105
2016,4,8,24,246.5,35.8,2.1105
2016,4,9,1,210.05,30.55,2.0475
2016,4,9,2,204.3,29.7,2.0475
2016,4,9,3,196.45,28.55,2.0475
2016,4,9,4,192,27.95,2.0475
2016,4,9,5,191.1,27.75,2.0475
2016,4,9,6,196.15,28.5,2.0475
2016,4,9,7,235.05,34.15,2.0475
2016,4,9,8,280.4,40.75,2.0475
2016,4,9,9,303.45,44.1,2.0475
2016,4,9,10,303.85,44.15,2.0475
2016,4,9,11,289.65,42.05,2.0475
2016,4,9,12,278,40.4,2.0475
2016,4,9,13,302.5,43.95,2.0475
2016,4,9,14,313.75,45.55,2.0475
2016,4,9,15,300.85,43.75,2.0475
2016,4,9,16,285.65,41.5,2.0475
2016,4,9,17,259.65,37.75,2.0475
2016,4,9,18,250,36.35,2.0475
2016,4,9,19,265.75,38.65,2.0475
2016,4,9,20,266.75,38.8,2.0475
2016,4,9,21,272.5,39.6,2.0475
2016,4,9,22,254.45,36.95,2.0475
2016,4,9,23,234,34.05,2.0475
2016,4,9,24,221.85,32.25,2.0475
2016,4,10,1,210.05,30.55,2.0025
2016,4,10,2,204.3,29.7,2.0025
2016,4,10,3,196.45,28.55,2.0025
2016,4,10,4,192,27.95,2.0025
2016,4,10,5,191.1,27.75,2.0025
2016,4,10,6,196.15,28.5,2.0025
2016,4,10,7,235.05,34.15,2.0025
2016,4,10,8,280.4,40.75,2.0025
2016,4,10,9,303.45,44.1,2.0025
2016,4,10,10,303.85,44.15,2.0025
2016,4,10,11,289.65,42.05,2.0025
2016,4,10,12,278,40.4,2.0025
2016,4,10,13,302.5,43.95,2.0025
2016,4,10,14,313.75,45.55,2.0025
2016,4,10,15,300.85,43.75,2.0025
2016,4,10,16,285.65,41.5,2.0025
2016,4,10,17,259.65,37.75,2.0025
2016,4,10,18,250,36.35,2.0025
2016,4,10,19,265.75,38.65,2.0025
2016,4,10,20,266.75,38.8,2.0025
2016,4,10,21,272.5,39.6,2.0025
2016,4,10,22,254.45,36.95,2.0025
2016,4,10,23,234,34.05,2.0025
2016,4,10,24,221.85,32.25,2.0025
2016,4,11,1,233.4,33.95,1.971
2016,4,11,2,227,33,1.971
2016,4,11,3,218.25,31.75,1.971
2016,4,11,4,213.35,31,1.971
2016,4,11,5,212.35,30.85,1.971
2016,4,11,6,218,31.7,1.971
2016,4,11,7,261.2,37.95,1.971
2016,4,11,8,311.55,45.25,1.971
2016,4,11,9,337.15,49,1.971
2016,4,11,10,337.6,49.05,1.971
2016,4,11,11,321.85,46.75,1.971
2016,4,11,12,308.95,44.9,1.971
2016,4,11,13,336.1,48.85,1.971
2016,4,11,14,348.6,50.7,1.971
2016,4,11,15,334.25,48.6,1.971
2016,4,11,16,317.4,46.15,1.971
2016,4,11,17,288.45,41.9,1.971
2016,4,11,18,277.75,40.35,1.971
2016,4,11,19,295.3,42.9,1.971
2016,4,11,20,296.4,43.05,1.971
2016,4,11,21,302.75,44,1.971
2016,4,11,22,282.7,41.1,1.971
2016,4,11,23,260,37.8,1.971
2016,4,11,24,246.5,35.8,1.971
2016,4,12,1,233.4,33.95,1.944
2016,4,12,2,227,33,1.944
2016,4,12,3,218.25,31.75,1.944
2016,4,12,4,213.35,31,1.944
2016,4,12,5,212.35,30.85,1.944
2016,4,12,6,218,31.7,1.944
2016,4,12,7,261.2,37.95,1.944
2016,4,12,8,311.55,45.25,1.944
2016,4,12,9,337.15,49,1.944
2016,4,12,10,337.6,49.05,1.944
2016,4,12,11,321.85,46.75,1.944
2016,4,12,12,308.95,44.9,1.944
2016,4,12,13,336.1,48.85,1.944
2016,4,12,14,348.6,50.7,1.944
2016,4,12,15,334.25,48.6,1.944
2016,4,12,16,317.4,46.15,1.944
2016,4,12,17,288.45,41.9,1.944
2016,4,12,18,277.75,40.35,1.944
2016,4,12,19,295.3,42.9,1.944
2016,4,12,20,296.4,43.05,1.944
2016,4,12,21,302.75,44,1.944
2016,4,12,22,282.7,41.1,1.944
2016,4,12,23,260,37.8,1.944
2016,4,12,24,246.5,35.8,1.944
2016,4,13,1,233.4,33.95,1.9395
2016,4,13,2,227,33,1.9395
2016,4,13,3,218.25,31.75,1.9395
2016,4,13,4,213.35,31,1.9395
2016,4,13,5,212.35,30.85,1.9395
2016,4,13,6,218,31.7,1.9395
2016,4,13,7,261.2,37.95,1.9395
2016,4,13,8,311.55,45.25,1.9395
2016,4,13,9,337.15,49,1.9395
2016,4,13,10,337.6,49.05,1.9395
2016,4,13,11,321.85,46.75,1.9395
2016,4,13,12,308.95,44.9,1.9395
2016,4,13,13,336.1,48.85,1.9395
2016,4,13,14,348.6,50.7,1.9395
2016,4,13,15,334.25,48.6,1.9395
2016,4,13,16,317.4,46.15,1.9395
2016,4,13,17,288.45,41.9,1.9395
2016,4,13,18,277.75,40.35,1.9395
2016,4,13,19,295.3,42.9,1.9395
2016,4,13,20,296.4,43.05,1.9395
2016,4,13,21,302.75,44,1.9395
2016,4,13,22,282.7,41.1,1.9395
2016,4,13,23,260,37.8,1.9395
2016,4,13,24,246.5,35.8,1.9395
2016,4,14,1,233.4,33.95,2.151
2016,4,14,2,227,33,2.151
2016,4,14,3,218.25,31.75,2.151
2016,4,14,4,213.35,31,2.151
2016,4,14,5,212.35,30.85,2.151
2016,4,14,6,218,31.7,2.151
2016,4,14,7,261.2,37.95,2.151
2016,4,14,8,311.55,45.25,2.151
2016,4,14,9,337.15,49,2.151
2016,4,14,10,337.6,49.05,2.151
2016,4,14,11,321.85,46.75,2.151
2016,4,14,12,308.95,44.9,2.151
2016,4,14,13,336.1,48.85,2.151
2016,4,14,14,348.6,50.7,2.151
2016,4,14,15,334.25,48.6,2.151
2016,4,14,16,317.4,46.15,2.151
2016,4,14,17,288.45,41.9,2.151
2016,4,14,18,277.75,40.35,2.151
2016,4,14,19,295.3,42.9,2.151
2016,4,14,20,296.4,43.05,2.151
2016,4,14,21,302.75,44,2.151
2016,4,14,22,282.7,41.1,2.151
2016,4,14,23,260,37.8,2.151
2016,4,14,24,246.5,35.8,2.151
2016,4,15,1,233.4,33.95,2.349
2016,4,15,2,227,33,2.349
2016,4,15,3,218.25,31.75,2.349
2016,4,15,4,213.35,31,2.349
2016,4,15,5,212.35,30.85,2.349
2016,4,15,6,218,31.7,2.349
2016,4,15,7,261.2,37.95,2.349
2016,4,15,8,311.55,45.25,2.349
2016,4,15,9,337.15,49,2.349
2016,4,15,10,337.6,49.05,2.349
2016,4,15,11,321.85,46.75,2.349
2016,4,15,12,308.95,44.9,2.349
2016,4,15,13,336.1,48.85,2.349
2016,4,15,14,348.6,50.7,2.349
2016,4,15,15,334.25,48.6,2.349
2016,4,15,16,317.4,46.15,2.349
2016,4,15,17,288.45,41.9,2.349
2016,4,15,18,277.75,40.35,2.349
2016,4,15,19,295.3,42.9,2.349
2016,4,15,20,296.4,43.05,2.349
2016,4,15,21,302.75,44,2.349
2016,4,15,22,282.7,41.1,2.349
2016,4,15,23,260,37.8,2.349
2016,4,15,24,246.5,35.8,2.349
2016,4,16,1,210.05,30.55,2.0655
2016,4,16,2,204.3,29.7,2.0655
2016,4,16,3,196.45,28.55,2.0655
2016,4,16,4,192,27.95,2.0655
2016,4,16,5,191.1,27.75,2.0655
2016,4,16,6,196.15,28.5,2.0655
2016,4,16,7,235.05,34.15,2.0655
2016,4,16,8,280.4,40.75,2.0655
2016,4,16,9,303.45,44.1,2.0655
2016,4,16,10,303.85,44.15,2.0655
2016,4,16,11,289.65,42.05,2.0655
2016,4,16,12,278,40.4,2.0655
2016,4,16,13,302.5,43.95,2.0655
2016,4,16,14,313.75,45.55,2.0655
2016,4,16,15,300.85,43.75,2.0655
2016,4,16,16,285.65,41.5,2.0655
2016,4,16,17,259.65,37.75,2.0655
2016,4,16,18,250,36.35,2.0655
2016,4,16,19,265.75,38.65,2.0655
2016,4,16,20,266.75,38.8,2.0655
2016,4,16,21,272.5,39.6,2.0655
2016,4,16,22,254.45,36.95,2.0655
2016,4,16,23,234,34.05,2.0655
2016,4,16,24,221.85,32.25,2.0655
2016,4,17,1,210.05,30.55,1.6695
2016,4,17,2,204.3,29.7,1.6695
2016,4,17,3,196.45,28.55,1.6695
2016,4,17,4,192,27.95,1.6695
2016,4,17,5,191.1,27.75,1.6695
2016,4,17,6,196.15,28.5,1.6695
2016,4,17,7,235.05,34.15,1.6695
2016,4,17,8,280.4,40.75,1.6695
2016,4,17,9,303.45,44.1,1.6695
2016,4,17,10,303.85,44.15,1.6695
2016,4,17,11,289.65,42.05,1.6695
2016,4,17,12,278,40.4,1.6695
2016,4,17,13,302.5,43.95,1.6695
2016,4,17,14,313.75,45.55,1.6695
2016,4,17,15,300.85,43.75,1.6695
2016,4,17,16,285.65,41.5,1.6695
2016,4,17,17,259.65,37.75,1.6695
2016,4,17,18,250,36.35,1.6695
2016,4,17,19,265.75,38.65,1.6695
2016,4,17,20,266.75,38.8,1.6695
2016,4,17,21,272.5,39.6,1.6695
2016,4,17,22,254.45,36.95,1.6695
2016,4,17,23,234,34.05,1.6695
2016,4,17,24,221.85,32.25,1.6695
2016,4,18,1,233.4,33.95,1.53
2016,4,18,2,227,33,1.53
2016,4,18,3,218.25,31.75,1.53
2016,4,18,4,213.35,31,1.53
2016,4,18,5,212.35,30.85,1.53
2016,4,18,6,218,31.7,1.53
2016,4,18,7,261.2,37.95,1.53
2016,4,18,8,311.55,45.25,1.53
2016,4,18,9,337.15,49,1.53
2016,4,18,10,337.6,49.05,1.53
2016,4,18,11,321.85,46.75,1.53
2016,4,18,12,308.95,44.9,1.53
2016,4,18,13,336.1,48.85,1.53
2016,4,18,14,348.6,50.7,1.53
2016,4,18,15,334.25,48.6,1.53
2016,4,18,16,317.4,46.15,1.53
2016,4,18,17,288.45,41.9,1.53
2016,4,18,18,277.75,40.35,1.53
2016,4,18,19,295.3,42.9,1.53
2016,4,18,20,296.4,43.05,1.53
2016,4,18,21,302.75,44,1.53
2016,4,18,22,282.7,41.1,1.53
2016,4,18,23,260,37.8,1.53
2016,4,18,24,246.5,35.8,1.53
2016,4,19,1,233.4,33.95,1.4715
2016,4,19,2,227,33,1.4715
2016,4,19,3,218.25,31.75,1.4715
2016,4,19,4,213.35,31,1.4715
2016,4,19,5,212.35,30.85,1.4715
2016,4,19,6,218,31.7,1.4715
2016,4,19,7,261.2,37.95,1.4715
2016,4,19,8,311.55,45.25,1.4715
2016,4,19,9,337.15,49,1.4715
2016,4,19,10,337.6,49.05,1.4715
2016,4,19,11,321.85,46.75,1.4715
2016,4,19,12,308.95,44.9,1.4715
2016,4,19,13,336.1,48.85,1.4715
2016,4,19,14,348.6,50.7,1.4715
2016,4,19,15,334.25,48.6,1.4715
2016,4,19,16,317.4,46.15,1.4715
2016,4,19,17,288.45,41.9,1.4715
2016,4,19,18,277.75,40.35,1.4715
2016,4,19,19,295.3,42.9,1.4715
2016,4,19,20,296.4,43.05,1.4715
2016,4,19,21,302.75,44,1.4715
2016,4,19,22,282.7,41.1,1.4715
2016,4,19,23,260,37.8,1.4715
2016,4,19,24,246.5,35.8,1.4715
2016,4,20,1,233.4,33.95,1.4175
2016,4,20,2,227,33,1.4175
2016,4,20,3,218.25,31.75,1.4175
2016,4,20,4,213.35,31,1.4175
2016,4,20,5,212.35,30.85,1.4175
2016,4,20,6,218,31.7,1.4175
2016,4,20,7,261.2,37.95,1.4175
2016,4,20,8,311.55,45.25,1.4175
2016,4,20,9,337.15,49,1.4175
2016,4,20,10,337.6,49.05,1.4175
2016,4,20,11,321.85,46.75,1.4175
2016,4,20,12,308.95,44.9,1.4175
2016,4,20,13,336.1,48.85,1.4175
2016,4,20,14,348.6,50.7,1.4175
2016,4,20,15,334.25,48.6,1.4175
2016,4,20,16,317.4,46.15,1.4175
2016,4,20,17,288.45,41.9,1.4175
2016,4,20,18,277.75,40.35,1.4175
2016,4,20,19,295.3,42.9,1.4175
2016,4,20,20,296.4,43.05,1.4175
2016,4,20,21,302.75,44,1.4175
2016,4,20,22,282.7,41.1,1.4175
2016,4,20,23,260,37.8,1.4175
2016,4,20,24,246.5,35.8,1.4175
2016,4,21,1,233.4,33.95,1.359
2016,4,21,2,227,33,1.359
2016,4,21,3,218.25,31.75,1.359
2016,4,21,4,213.35,31,1.359
2016,4,21,5,212.35,30.85,1.359
2016,4,21,6,218,31.7,1.359
2016,4,21,7,261.2,37.95,1.359
2016,4,21,8,311.55,45.25,1.359
2016,4,21,9,337.15,49,1.359
2016,4,21,10,337.6,49.05,1.359
2016,4,21,11,321.85,46.75,1.359
2016,4,21,12,308.95,44.9,1.359
2016,4,21,13,336.1,48.85,1.359
2016,4,21,14,348.6,50.7,1.359
2016,4,21,15,334.25,48.6,1.359
2016,4,21,16,317.4,46.15,1.359
2016,4,21,17,288.45,41.9,1.359
2016,4,21,18,277.75,40.35,1.359
2016,4,21,19,295.3,42.9,1.359
2016,4,21,20,296.4,43.05,1.359
2016,4,21,21,302.75,44,1.359
2016,4,21,22,282.7,41.1,1.359
2016,4,21,23,260,37.8,1.359
2016,4,21,24,246.5,35.8,1.359
2016,4,22,1,233.4,33.95,1.305
2016,4,22,2,227,33,1.305
2016,4,22,3,218.25,31.75,1.305
2016,4,22,4,213.35,31,1.305
2016,4,22,5,212.35,30.85,1.305
2016,4,22,6,218,31.7,1.305
2016,4,22,7,261.2,37.95,1.305
2016,4,22,8,311.55,45.25,1.305
2016,4,22,9,337.15,49,1.305
2016,4,22,10,337.6,49.05,1.305
2016,4,22,11,321.85,46.75,1.305
2016,4,22,12,308.95,44.9,1.305
2016,4,22,13,336.1,48.85,1.305
2016,4,22,14,348.6,50.7,1.305
2016,4,22,15,334.25,48.6,1.305
2016,4,22,16,317.4,46.15,1.305
2016,4,22,17,288.45,41.9,1.305
2016,4,22,18,277.75,40.35,1.305
2016,4,22,19,295.3,42.9,1.305
2016,4,22,20,296.4,43.05,1.305
2016,4,22,21,302.75,44,1.305
2016,4,22,22,282.7,41.1,1.305
2016,4,22,23,260,37.8,1.305
2016,4,22,24,246.5,35.8,1.305
2016,4,23,1,210.05,30.55,1.26
2016,4,23,2,204.3,29.7,1.26
2016,4,23,3,196.45,28.55,1.26
2016,4,23,4,192,27.95,1.26
2016,4,23,5,191.1,27.75,1.26
2016,4,23,6,196.15,28.5,1.26
2016,4,23,7,235.05,34.15,1.26
2016,4,23,8,280.4,40.75,1.26
2016,4,23,9,303.45,44.1,1.26
2016,4,23,10,303.85,44.15,1.26
