Node1,Node2
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
194.6,28.3
189.3,27.5
181.95,26.45
177.9,25.85
177.05,25.75
181.75,26.4
217.8,31.65
259.8,37.75
281.15,40.85
281.5,40.95
268.35,39
257.6,37.45
280.25,40.7
290.65,42.25
278.7,40.5
264.65,38.45
240.55,34.95
231.6,33.65
246.25,35.8
247.1,35.9
252.45,36.7
235.75,34.25
216.85,31.55
205.55,29.85
194.6,28.3
189.3,27.5
181.95,26.45
177.9,25.85
177.05,25.75
181.75,26.4
217.8,31.65
259.8,37.75
281.15,40.85
281.5,40.95
268.35,39
257.6,37.45
280.25,40.7
290.65,42.25
278.7,40.5
264.65,38.45
240.55,34.95
231.6,33.65
246.25,35.8
247.1,35.9
252.45,36.7
235.75,34.25
216.85,31.55
205.55,29.85
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
194.6,28.3
189.3,27.5
181.95,26.45
177.9,25.85
177.05,25.75
181.75,26.4
217.8,31.65
259.8,37.75
281.15,40.85
281.5,40.95
268.35,39
257.6,37.45
280.25,40.7
290.65,42.25
278.7,40.5
264.65,38.45
240.55,34.95
231.6,33.65
246.25,35.8
247.1,35.9
252.45,36.7
235.75,34.25
216.85,31.55
205.55,29.85
194.6,28.3
189.3,27.5
181.95,26.45
177.9,25.85
177.05,25.75
181.75,26.4
217.8,31.65
259.8,37.75
281.15,40.85
281.5,40.95
268.35,39
257.6,37.45
280.25,40.7
290.65,42.25
278.7,40.5
264.65,38.45
240.55,34.95
231.6,33.65
246.25,35.8
247.1,35.9
252.45,36.7
235.75,34.25
216.85,31.55
205.55,29.85
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
216.25,31.45
210.3,30.6
202.25,29.4
197.7,28.7
196.75,28.6
201.95,29.35
242,35.2
288.65,41.95
312.35,45.4
312.8,45.45
298.15,43.35
286.2,41.6
311.45,45.25
322.95,46.95
309.65,45
294.05,42.75
267.25,38.85
257.35,37.4
273.6,39.8
274.6,39.9
280.5,40.75
261.9,38.05
240.9,35.05
228.4,33.2
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
233.4,33.95
227,33
218.25,31.75
213.35,31
212.35,30.85
218,31.7
261.2,37.95
311.55,45.25
337.15,49
337.6,49.05
321.85,46.75
308.95,44.9
336.1,48.85
348.6,50.7
334.25,48.6
317.4,46.15
288.45,41.9
277.75,40.35
295.3,42.9
296.4,43.05
302.75,44
282.7,41.1
260,37.8
246.5,35.8
210.05,30.55
204.3,29.7
196.45,28.55
192,27.95
191.1,27.75
196.15,28.5
235.05,34.15
280.4,40.75
303.45,44.1
303.85,44.15
289.65,42.05
278,40.4
302.5,43.95
313.75,45.55
300.85,43.75
285.65,41.5
259.65,37.75
250,36.35
265.75,38.65
266.75,38.8
272.5,39.6
254.45,36.95
234,34.05
221.85,32.25
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
211.6,30.75
205.8,29.9
197.85,28.75
193.4,28.1
192.5,28
197.65,28.7
236.8,34.4
282.45,41.05
305.7,44.4
306.05,44.5
291.8,42.4
280.05,40.7
304.75,44.25
316.05,45.95
303.05,44.05
287.75,41.8
261.55,38
251.8,36.6
267.75,38.9
268.7,39.05
274.45,39.9
256.3,37.25
235.75,34.25
223.45,32.45
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
339.65,49.4
340.1,49.45
324.2,47.15
311.15,45.2
338.6,49.25
351.15,51.05
336.7,48.9
319.75,46.45
290.6,42.25
279.8,40.65
297.45,43.2
298.55,43.4
304.95,44.3
284.75,41.4
261.95,38.05
248.3,36.05
235.1,34.2
228.7,33.25
219.85,31.95
214.9,31.2
213.9,31.1
219.55,31.9
263.1,38.25
313.85,45.6
