year,month,day,hour,pHydro
2016,2,14,19,23.94
2016,2,14,20,23.94
2016,2,14,21,23.94
2016,2,14,22,23.94
2016,2,14,23,23.94
2016,2,14,24,23.94
2016,2,15,1,23.62
2016,2,15,2,23.62
2016,2,15,3,23.62
2016,2,15,4,23.62
2016,2,15,5,23.62
2016,2,15,6,23.62
2016,2,15,7,23.62
2016,2,15,8,23.62
2016,2,15,9,23.62
2016,2,15,10,23.62
2016,2,15,11,23.62
2016,2,15,12,23.62
2016,2,15,13,23.62
2016,2,15,14,23.62
2016,2,15,15,23.62
2016,2,15,16,23.62
2016,2,15,17,23.62
2016,2,15,18,23.62
2016,2,15,19,23.62
2016,2,15,20,23.62
2016,2,15,21,23.62
2016,2,15,22,23.62
2016,2,15,23,23.62
2016,2,15,24,23.62
2016,2,16,1,23.28
2016,2,16,2,23.28
2016,2,16,3,23.28
2016,2,16,4,23.28
2016,2,16,5,23.28
2016,2,16,6,23.28
2016,2,16,7,23.28
2016,2,16,8,23.28
2016,2,16,9,23.28
2016,2,16,10,23.28
2016,2,16,11,23.28
2016,2,16,12,23.28
2016,2,16,13,23.28
2016,2,16,14,23.28
2016,2,16,15,23.28
2016,2,16,16,23.28
2016,2,16,17,23.28
2016,2,16,18,23.28
2016,2,16,19,23.28
2016,2,16,20,23.28
2016,2,16,21,23.28
2016,2,16,22,23.28
2016,2,16,23,23.28
2016,2,16,24,23.28
2016,2,17,1,22.96
2016,2,17,2,22.96
2016,2,17,3,22.96
2016,2,17,4,22.96
2016,2,17,5,22.96
2016,2,17,6,22.96
2016,2,17,7,22.96
2016,2,17,8,22.96
2016,2,17,9,22.96
2016,2,17,10,22.96
2016,2,17,11,22.96
2016,2,17,12,22.96
2016,2,17,13,22.96
2016,2,17,14,22.96
2016,2,17,15,22.96
2016,2,17,16,22.96
2016,2,17,17,22.96
2016,2,17,18,22.96
2016,2,17,19,22.96
2016,2,17,20,22.96
2016,2,17,21,22.96
2016,2,17,22,22.96
2016,2,17,23,22.96
2016,2,17,24,22.96
2016,2,18,1,22.64
2016,2,18,2,22.64
2016,2,18,3,22.64
2016,2,18,4,22.64
2016,2,18,5,22.64
2016,2,18,6,22.64
2016,2,18,7,22.64
2016,2,18,8,22.64
2016,2,18,9,22.64
2016,2,18,10,22.64
2016,2,18,11,22.64
2016,2,18,12,22.64
2016,2,18,13,22.64
2016,2,18,14,22.64
2016,2,18,15,22.64
2016,2,18,16,22.64
2016,2,18,17,22.64
2016,2,18,18,22.64
2016,2,18,19,22.64
2016,2,18,20,22.64
2016,2,18,21,22.64
2016,2,18,22,22.64
2016,2,18,23,22.64
2016,2,18,24,22.64
2016,2,19,1,22.32
2016,2,19,2,22.32
2016,2,19,3,22.32
2016,2,19,4,22.32
2016,2,19,5,22.32
2016,2,19,6,22.32
2016,2,19,7,22.32
2016,2,19,8,22.32
2016,2,19,9,22.32
2016,2,19,10,22.32
2016,2,19,11,22.32
2016,2,19,12,22.32
2016,2,19,13,22.32
2016,2,19,14,22.32
2016,2,19,15,22.32
2016,2,19,16,22.32
2016,2,19,17,22.32
2016,2,19,18,22.32
2016,2,19,19,22.32
2016,2,19,20,22.32
2016,2,19,21,22.32
2016,2,19,22,22.32
2016,2,19,23,22.32
2016,2,19,24,22.32
2016,2,20,1,22
2016,2,20,2,22
2016,2,20,3,22
2016,2,20,4,22
2016,2,20,5,22
2016,2,20,6,22
2016,2,20,7,22
2016,2,20,8,22
2016,2,20,9,22
2016,2,20,10,22
2016,2,20,11,22
2016,2,20,12,22
2016,2,20,13,22
2016,2,20,14,22
2016,2,20,15,22
2016,2,20,16,22
2016,2,20,17,22
2016,2,20,18,22
2016,2,20,19,22
2016,2,20,20,22
2016,2,20,21,22
2016,2,20,22,22
2016,2,20,23,22
2016,2,20,24,22
2016,2,21,1,21.68
2016,2,21,2,21.68
2016,2,21,3,21.68
2016,2,21,4,21.68
2016,2,21,5,21.68
2016,2,21,6,21.68
2016,2,21,7,21.68
2016,2,21,8,21.68
2016,2,21,9,21.68
2016,2,21,10,21.68
2016,2,21,11,21.68
2016,2,21,12,21.68
2016,2,21,13,21.68
2016,2,21,14,21.68
2016,2,21,15,21.68
2016,2,21,16,21.68
2016,2,21,17,21.68
2016,2,21,18,21.68
2016,2,21,19,21.68
2016,2,21,20,21.68
2016,2,21,21,21.68
2016,2,21,22,21.68
2016,2,21,23,21.68
2016,2,21,24,21.68
2016,2,22,1,21.36
2016,2,22,2,21.36
2016,2,22,3,21.36
2016,2,22,4,21.36
2016,2,22,5,21.36
2016,2,22,6,21.36
2016,2,22,7,21.36
2016,2,22,8,21.36
2016,2,22,9,21.36
2016,2,22,10,21.36
2016,2,22,11,21.36
2016,2,22,12,21.36
2016,2,22,13,21.36
2016,2,22,14,21.36
2016,2,22,15,21.36
2016,2,22,16,21.36
2016,2,22,17,21.36
2016,2,22,18,21.36
2016,2,22,19,21.36
2016,2,22,20,21.36
2016,2,22,21,21.36
2016,2,22,22,21.36
2016,2,22,23,21.36
2016,2,22,24,21.36
2016,2,23,1,21.04
2016,2,23,2,21.04
2016,2,23,3,21.04
2016,2,23,4,21.04
2016,2,23,5,21.04
2016,2,23,6,21.04
2016,2,23,7,21.04
2016,2,23,8,21.04
2016,2,23,9,21.04
2016,2,23,10,21.04
2016,2,23,11,21.04
2016,2,23,12,21.04
2016,2,23,13,21.04
2016,2,23,14,21.04
2016,2,23,15,21.04
2016,2,23,16,21.04
2016,2,23,17,21.04
2016,2,23,18,21.04
2016,2,23,19,21.04
2016,2,23,20,21.04
2016,2,23,21,21.04
2016,2,23,22,21.04
2016,2,23,23,21.04
2016,2,23,24,21.04
2016,2,24,1,20.74
2016,2,24,2,20.74
2016,2,24,3,20.74
2016,2,24,4,20.74
2016,2,24,5,20.74
2016,2,24,6,20.74
2016,2,24,7,20.74
2016,2,24,8,20.74
2016,2,24,9,20.74
2016,2,24,10,20.74
2016,2,24,11,20.74
2016,2,24,12,20.74
2016,2,24,13,20.74
2016,2,24,14,20.74
2016,2,24,15,20.74
2016,2,24,16,20.74
2016,2,24,17,20.74
2016,2,24,18,20.74
2016,2,24,19,20.74
2016,2,24,20,20.74
2016,2,24,21,20.74
2016,2,24,22,20.74
2016,2,24,23,20.74
2016,2,24,24,20.74
2016,2,25,1,20.42
2016,2,25,2,20.42
2016,2,25,3,20.42
2016,2,25,4,20.42
2016,2,25,5,20.42
2016,2,25,6,20.42
2016,2,25,7,20.42
2016,2,25,8,20.42
2016,2,25,9,20.42
2016,2,25,10,20.42
2016,2,25,11,20.42
2016,2,25,12,20.42
2016,2,25,13,20.42
2016,2,25,14,20.42
2016,2,25,15,20.42
2016,2,25,16,20.42
2016,2,25,17,20.42
2016,2,25,18,20.42
2016,2,25,19,20.42
2016,2,25,20,20.42
2016,2,25,21,20.42
2016,2,25,22,20.42
2016,2,25,23,20.42
2016,2,25,24,20.42
2016,2,26,1,20.12
2016,2,26,2,20.12
2016,2,26,3,20.12
2016,2,26,4,20.12
2016,2,26,5,20.12
2016,2,26,6,20.12
2016,2,26,7,20.12
2016,2,26,8,20.12
2016,2,26,9,20.12
2016,2,26,10,20.12
2016,2,26,11,20.12
2016,2,26,12,20.12
2016,2,26,13,20.12
2016,2,26,14,20.12
2016,2,26,15,20.12
2016,2,26,16,20.12
2016,2,26,17,20.12
2016,2,26,18,20.12
2016,2,26,19,20.12
2016,2,26,20,20.12
2016,2,26,21,20.12
2016,2,26,22,20.12
2016,2,26,23,20.12
2016,2,26,24,20.12
2016,2,27,1,19.8
2016,2,27,2,19.8
2016,2,27,3,19.8
2016,2,27,4,19.8
2016,2,27,5,19.8
2016,2,27,6,19.8
2016,2,27,7,19.8
2016,2,27,8,19.8
2016,2,27,9,19.8
2016,2,27,10,19.8
2016,2,27,11,19.8
2016,2,27,12,19.8
2016,2,27,13,19.8
2016,2,27,14,19.8
2016,2,27,15,19.8
2016,2,27,16,19.8
2016,2,27,17,19.8
2016,2,27,18,19.8
2016,2,27,19,19.8
2016,2,27,20,19.8
2016,2,27,21,19.8
2016,2,27,22,19.8
2016,2,27,23,19.8
2016,2,27,24,19.8
2016,2,28,1,19.5
2016,2,28,2,19.5
2016,2,28,3,19.5
2016,2,28,4,19.5
2016,2,28,5,19.5
2016,2,28,6,19.5
2016,2,28,7,19.5
2016,2,28,8,19.5
2016,2,28,9,19.5
2016,2,28,10,19.5
2016,2,28,11,19.5
2016,2,28,12,19.5
2016,2,28,13,19.5
2016,2,28,14,19.5
2016,2,28,15,19.5
2016,2,28,16,19.5
2016,2,28,17,19.5
2016,2,28,18,19.5
2016,2,28,19,19.5
2016,2,28,20,19.5
2016,2,28,21,19.5
2016,2,28,22,19.5
2016,2,28,23,19.5
2016,2,28,24,19.5
2016,3,1,1,18.92
2016,3,1,2,18.92
2016,3,1,3,18.92
2016,3,1,4,18.92
2016,3,1,5,18.92
2016,3,1,6,18.92
2016,3,1,7,18.92
2016,3,1,8,18.92
2016,3,1,9,18.92
2016,3,1,10,18.92
2016,3,1,11,18.92
2016,3,1,12,18.92
2016,3,1,13,18.92
2016,3,1,14,18.92
2016,3,1,15,18.92
2016,3,1,16,18.92
2016,3,1,17,18.92
2016,3,1,18,18.92
2016,3,1,19,18.92
2016,3,1,20,18.92
2016,3,1,21,18.92
2016,3,1,22,18.92
2016,3,1,23,18.92
2016,3,1,24,18.92
2016,3,2,1,18.64
2016,3,2,2,18.64
2016,3,2,3,18.64
2016,3,2,4,18.64
2016,3,2,5,18.64
2016,3,2,6,18.64
2016,3,2,7,18.64
2016,3,2,8,18.64
2016,3,2,9,18.64
2016,3,2,10,18.64
2016,3,2,11,18.64
2016,3,2,12,18.64
2016,3,2,13,18.64
2016,3,2,14,18.64
2016,3,2,15,18.64
2016,3,2,16,18.64
2016,3,2,17,18.64
2016,3,2,18,18.64
2016,3,2,19,18.64
2016,3,2,20,18.64
2016,3,2,21,18.64
2016,3,2,22,18.64
2016,3,2,23,18.64
2016,3,2,24,18.64
2016,3,3,1,18.34
2016,3,3,2,18.34
2016,3,3,3,18.34
2016,3,3,4,18.34
2016,3,3,5,18.34
2016,3,3,6,18.34
2016,3,3,7,18.34
2016,3,3,8,18.34
2016,3,3,9,18.34
2016,3,3,10,18.34
2016,3,3,11,18.34
2016,3,3,12,18.34
2016,3,3,13,18.34
2016,3,3,14,18.34
2016,3,3,15,18.34
2016,3,3,16,18.34
2016,3,3,17,18.34
2016,3,3,18,18.34
2016,3,3,19,18.34
2016,3,3,20,18.34
2016,3,3,21,18.34
2016,3,3,22,18.34
2016,3,3,23,18.34
2016,3,3,24,18.34
2016,3,4,1,18.58
2016,3,4,2,18.58
2016,3,4,3,18.58
2016,3,4,4,18.58
2016,3,4,5,18.58
2016,3,4,6,18.58
2016,3,4,7,18.58
2016,3,4,8,18.58
2016,3,4,9,18.58
2016,3,4,10,18.58
2016,3,4,11,18.58
2016,3,4,12,18.58
2016,3,4,13,18.58
2016,3,4,14,18.58
2016,3,4,15,18.58
2016,3,4,16,18.58
2016,3,4,17,18.58
2016,3,4,18,18.58
2016,3,4,19,18.58
2016,3,4,20,18.58
2016,3,4,21,18.58
2016,3,4,22,18.58
2016,3,4,23,18.58
2016,3,4,24,18.58
2016,3,5,1,20.58
2016,3,5,2,20.58
2016,3,5,3,20.58
2016,3,5,4,20.58
2016,3,5,5,20.58
2016,3,5,6,20.58
2016,3,5,7,20.58
2016,3,5,8,20.58
2016,3,5,9,20.58
2016,3,5,10,20.58
2016,3,5,11,20.58
2016,3,5,12,20.58
2016,3,5,13,20.58
2016,3,5,14,20.58
2016,3,5,15,20.58
2016,3,5,16,20.58
2016,3,5,17,20.58
2016,3,5,18,20.58
2016,3,5,19,20.58
2016,3,5,20,20.58
2016,3,5,21,20.58
2016,3,5,22,20.58
2016,3,5,23,20.58
2016,3,5,24,20.58
2016,3,6,1,24.06
2016,3,6,2,24.06
2016,3,6,3,24.06
2016,3,6,4,24.06
2016,3,6,5,24.06
2016,3,6,6,24.06
2016,3,6,7,24.06
2016,3,6,8,24.06
2016,3,6,9,24.06
2016,3,6,10,24.06
2016,3,6,11,24.06
2016,3,6,12,24.06
2016,3,6,13,24.06
2016,3,6,14,24.06
2016,3,6,15,24.06
2016,3,6,16,24.06
2016,3,6,17,24.06
2016,3,6,18,24.06
2016,3,6,19,24.06
2016,3,6,20,24.06
2016,3,6,21,24.06
2016,3,6,22,24.06
2016,3,6,23,24.06
2016,3,6,24,24.06
2016,3,7,1,26.1
2016,3,7,2,26.1
2016,3,7,3,26.1
2016,3,7,4,26.1
2016,3,7,5,26.1
2016,3,7,6,26.1
2016,3,7,7,26.1
2016,3,7,8,26.1
2016,3,7,9,26.1
2016,3,7,10,26.1
2016,3,7,11,26.1
2016,3,7,12,26.1
2016,3,7,13,26.1
2016,3,7,14,26.1
2016,3,7,15,26.1
2016,3,7,16,26.1
2016,3,7,17,26.1
2016,3,7,18,26.1
2016,3,7,19,26.1
2016,3,7,20,26.1
2016,3,7,21,26.1
2016,3,7,22,26.1
2016,3,7,23,26.1
2016,3,7,24,26.1
2016,3,8,1,23.96
2016,3,8,2,23.96
2016,3,8,3,23.96
2016,3,8,4,23.96
2016,3,8,5,23.96
2016,3,8,6,23.96
2016,3,8,7,23.96
2016,3,8,8,23.96
2016,3,8,9,23.96
2016,3,8,10,23.96
2016,3,8,11,23.96
2016,3,8,12,23.96
2016,3,8,13,23.96
2016,3,8,14,23.96
2016,3,8,15,23.96
2016,3,8,16,23.96
2016,3,8,17,23.96
2016,3,8,18,23.96
2016,3,8,19,23.96
2016,3,8,20,23.96
2016,3,8,21,23.96
2016,3,8,22,23.96
2016,3,8,23,23.96
2016,3,8,24,23.96
2016,3,9,1,21.16
2016,3,9,2,21.16
2016,3,9,3,21.16
2016,3,9,4,21.16
2016,3,9,5,21.16
2016,3,9,6,21.16
2016,3,9,7,21.16
2016,3,9,8,21.16
2016,3,9,9,21.16
2016,3,9,10,21.16
2016,3,9,11,21.16
2016,3,9,12,21.16
2016,3,9,13,21.16
2016,3,9,14,21.16
2016,3,9,15,21.16
2016,3,9,16,21.16
2016,3,9,17,21.16
2016,3,9,18,21.16
2016,3,9,19,21.16
2016,3,9,20,21.16
2016,3,9,21,21.16
2016,3,9,22,21.16
2016,3,9,23,21.16
2016,3,9,24,21.16
2016,3,10,1,22.64
2016,3,10,2,22.64
2016,3,10,3,22.64
2016,3,10,4,22.64
2016,3,10,5,22.64
2016,3,10,6,22.64
2016,3,10,7,22.64
2016,3,10,8,22.64
2016,3,10,9,22.64
2016,3,10,10,22.64
2016,3,10,11,22.64
2016,3,10,12,22.64
2016,3,10,13,22.64
2016,3,10,14,22.64
2016,3,10,15,22.64
2016,3,10,16,22.64
2016,3,10,17,22.64
2016,3,10,18,22.64
2016,3,10,19,22.64
2016,3,10,20,22.64
2016,3,10,21,22.64
2016,3,10,22,22.64
2016,3,10,23,22.64
2016,3,10,24,22.64
2016,3,11,1,20.86
2016,3,11,2,20.86
2016,3,11,3,20.86
2016,3,11,4,20.86
2016,3,11,5,20.86
2016,3,11,6,20.86
2016,3,11,7,20.86
2016,3,11,8,20.86
2016,3,11,9,20.86
2016,3,11,10,20.86
2016,3,11,11,20.86
2016,3,11,12,20.86
2016,3,11,13,20.86
2016,3,11,14,20.86
2016,3,11,15,20.86
2016,3,11,16,20.86
2016,3,11,17,20.86
2016,3,11,18,20.86
2016,3,11,19,20.86
2016,3,11,20,20.86
2016,3,11,21,20.86
2016,3,11,22,20.86
2016,3,11,23,20.86
2016,3,11,24,20.86
2016,3,12,1,17.8
2016,3,12,2,17.8
2016,3,12,3,17.8
2016,3,12,4,17.8
2016,3,12,5,17.8
2016,3,12,6,17.8
2016,3,12,7,17.8
2016,3,12,8,17.8
2016,3,12,9,17.8
2016,3,12,10,17.8
2016,3,12,11,17.8
2016,3,12,12,17.8
2016,3,12,13,17.8
2016,3,12,14,17.8
2016,3,12,15,17.8
2016,3,12,16,17.8
2016,3,12,17,17.8
2016,3,12,18,17.8
2016,3,12,19,17.8
2016,3,12,20,17.8
2016,3,12,21,17.8
2016,3,12,22,17.8
2016,3,12,23,17.8
2016,3,12,24,17.8
2016,3,13,1,17.54
2016,3,13,2,17.54
2016,3,13,3,17.54
2016,3,13,4,17.54
2016,3,13,5,17.54
2016,3,13,6,17.54
2016,3,13,7,17.54
2016,3,13,8,17.54
2016,3,13,9,17.54
2016,3,13,10,17.54
2016,3,13,11,17.54
2016,3,13,12,17.54
2016,3,13,13,17.54
2016,3,13,14,17.54
2016,3,13,15,17.54
2016,3,13,16,17.54
2016,3,13,17,17.54
2016,3,13,18,17.54
2016,3,13,19,17.54
2016,3,13,20,17.54
2016,3,13,21,17.54
2016,3,13,22,17.54
2016,3,13,23,17.54
2016,3,13,24,17.54
2016,3,14,1,17.46
2016,3,14,2,17.46
2016,3,14,3,17.46
2016,3,14,4,17.46
2016,3,14,5,17.46
2016,3,14,6,17.46
2016,3,14,7,17.46
2016,3,14,8,17.46
2016,3,14,9,17.46
2016,3,14,10,17.46
2016,3,14,11,17.46
2016,3,14,12,17.46
2016,3,14,13,17.46
2016,3,14,14,17.46
2016,3,14,15,17.46
2016,3,14,16,17.46
2016,3,14,17,17.46
2016,3,14,18,17.46
2016,3,14,19,17.46
2016,3,14,20,17.46
2016,3,14,21,17.46
2016,3,14,22,17.46
2016,3,14,23,17.46
2016,3,14,24,17.46
2016,3,15,1,17.3
2016,3,15,2,17.3
2016,3,15,3,17.3
2016,3,15,4,17.3
2016,3,15,5,17.3
2016,3,15,6,17.3
2016,3,15,7,17.3
2016,3,15,8,17.3
2016,3,15,9,17.3
2016,3,15,10,17.3
2016,3,15,11,17.3
2016,3,15,12,17.3
2016,3,15,13,17.3
2016,3,15,14,17.3
2016,3,15,15,17.3
2016,3,15,16,17.3
2016,3,15,17,17.3
2016,3,15,18,17.3
2016,3,15,19,17.3
2016,3,15,20,17.3
2016,3,15,21,17.3
2016,3,15,22,17.3
2016,3,15,23,17.3
2016,3,15,24,17.3
2016,3,16,1,17.08
2016,3,16,2,17.08
2016,3,16,3,17.08
2016,3,16,4,17.08
2016,3,16,5,17.08
2016,3,16,6,17.08
2016,3,16,7,17.08
2016,3,16,8,17.08
2016,3,16,9,17.08
2016,3,16,10,17.08
2016,3,16,11,17.08
2016,3,16,12,17.08
2016,3,16,13,17.08
2016,3,16,14,17.08
2016,3,16,15,17.08
2016,3,16,16,17.08
2016,3,16,17,17.08
2016,3,16,18,17.08
2016,3,16,19,17.08
2016,3,16,20,17.08
2016,3,16,21,17.08
2016,3,16,22,17.08
2016,3,16,23,17.08
2016,3,16,24,17.08
2016,3,17,1,16.82
2016,3,17,2,16.82
2016,3,17,3,16.82
2016,3,17,4,16.82
2016,3,17,5,16.82
2016,3,17,6,16.82
2016,3,17,7,16.82
2016,3,17,8,16.82
2016,3,17,9,16.82
2016,3,17,10,16.82
2016,3,17,11,16.82
2016,3,17,12,16.82
2016,3,17,13,16.82
2016,3,17,14,16.82
2016,3,17,15,16.82
2016,3,17,16,16.82
2016,3,17,17,16.82
2016,3,17,18,16.82
2016,3,17,19,16.82
2016,3,17,20,16.82
2016,3,17,21,16.82
2016,3,17,22,16.82
2016,3,17,23,16.82
2016,3,17,24,16.82
2016,3,18,1,16.52
2016,3,18,2,16.52
2016,3,18,3,16.52
2016,3,18,4,16.52
2016,3,18,5,16.52
2016,3,18,6,16.52
2016,3,18,7,16.52
2016,3,18,8,16.52
2016,3,18,9,16.52
2016,3,18,10,16.52
2016,3,18,11,16.52
2016,3,18,12,16.52
2016,3,18,13,16.52
2016,3,18,14,16.52
2016,3,18,15,16.52
2016,3,18,16,16.52
2016,3,18,17,16.52
2016,3,18,18,16.52
2016,3,18,19,16.52
2016,3,18,20,16.52
2016,3,18,21,16.52
2016,3,18,22,16.52
2016,3,18,23,16.52
2016,3,18,24,16.52
2016,3,19,1,16.2
2016,3,19,2,16.2
2016,3,19,3,16.2
2016,3,19,4,16.2
2016,3,19,5,16.2
2016,3,19,6,16.2
2016,3,19,7,16.2
2016,3,19,8,16.2
2016,3,19,9,16.2
2016,3,19,10,16.2
2016,3,19,11,16.2
2016,3,19,12,16.2
2016,3,19,13,16.2
2016,3,19,14,16.2
2016,3,19,15,16.2
2016,3,19,16,16.2
2016,3,19,17,16.2
2016,3,19,18,16.2
2016,3,19,19,16.2
2016,3,19,20,16.2
2016,3,19,21,16.2
2016,3,19,22,16.2
2016,3,19,23,16.2
2016,3,19,24,16.2
2016,3,20,1,15.88
2016,3,20,2,15.88
2016,3,20,3,15.88
2016,3,20,4,15.88
2016,3,20,5,15.88
2016,3,20,6,15.88
2016,3,20,7,15.88
2016,3,20,8,15.88
2016,3,20,9,15.88
2016,3,20,10,15.88
2016,3,20,11,15.88
2016,3,20,12,15.88
2016,3,20,13,15.88
2016,3,20,14,15.88
2016,3,20,15,15.88
2016,3,20,16,15.88
2016,3,20,17,15.88
2016,3,20,18,15.88
2016,3,20,19,15.88
2016,3,20,20,15.88
2016,3,20,21,15.88
2016,3,20,22,15.88
2016,3,20,23,15.88
2016,3,20,24,15.88
2016,3,21,1,15.52
2016,3,21,2,15.52
2016,3,21,3,15.52
2016,3,21,4,15.52
2016,3,21,5,15.52
2016,3,21,6,15.52
2016,3,21,7,15.52
2016,3,21,8,15.52
2016,3,21,9,15.52
2016,3,21,10,15.52
2016,3,21,11,15.52
2016,3,21,12,15.52
2016,3,21,13,15.52
2016,3,21,14,15.52
2016,3,21,15,15.52
2016,3,21,16,15.52
2016,3,21,17,15.52
2016,3,21,18,15.52
2016,3,21,19,15.52
2016,3,21,20,15.52
2016,3,21,21,15.52
2016,3,21,22,15.52
2016,3,21,23,15.52
2016,3,21,24,15.52
2016,3,22,1,15.18
2016,3,22,2,15.18
2016,3,22,3,15.18
2016,3,22,4,15.18
2016,3,22,5,15.18
2016,3,22,6,15.18
2016,3,22,7,15.18
2016,3,22,8,15.18
2016,3,22,9,15.18
2016,3,22,10,15.18
2016,3,22,11,15.18
2016,3,22,12,15.18
2016,3,22,13,15.18
2016,3,22,14,15.18
2016,3,22,15,15.18
2016,3,22,16,15.18
2016,3,22,17,15.18
2016,3,22,18,15.18
2016,3,22,19,15.18
2016,3,22,20,15.18
2016,3,22,21,15.18
2016,3,22,22,15.18
2016,3,22,23,15.18
2016,3,22,24,15.18
2016,3,23,1,14.82
2016,3,23,2,14.82
2016,3,23,3,14.82
2016,3,23,4,14.82
2016,3,23,5,14.82
2016,3,23,6,14.82
2016,3,23,7,14.82
2016,3,23,8,14.82
2016,3,23,9,14.82
2016,3,23,10,14.82
2016,3,23,11,14.82
2016,3,23,12,14.82
2016,3,23,13,14.82
2016,3,23,14,14.82
2016,3,23,15,14.82
2016,3,23,16,14.82
2016,3,23,17,14.82
2016,3,23,18,14.82
2016,3,23,19,14.82
2016,3,23,20,14.82
2016,3,23,21,14.82
2016,3,23,22,14.82
2016,3,23,23,14.82
2016,3,23,24,14.82
2016,3,24,1,14.46
2016,3,24,2,14.46
2016,3,24,3,14.46
2016,3,24,4,14.46
2016,3,24,5,14.46
2016,3,24,6,14.46
2016,3,24,7,14.46
2016,3,24,8,14.46
2016,3,24,9,14.46
2016,3,24,10,14.46
2016,3,24,11,14.46
2016,3,24,12,14.46
2016,3,24,13,14.46
2016,3,24,14,14.46
2016,3,24,15,14.46
2016,3,24,16,14.46
2016,3,24,17,14.46
2016,3,24,18,14.46
2016,3,24,19,14.46
2016,3,24,20,14.46
2016,3,24,21,14.46
2016,3,24,22,14.46
2016,3,24,23,14.46
2016,3,24,24,14.46
2016,3,25,1,14.08
2016,3,25,2,14.08
2016,3,25,3,14.08
2016,3,25,4,14.08
2016,3,25,5,14.08
2016,3,25,6,14.08
2016,3,25,7,14.08
2016,3,25,8,14.08
2016,3,25,9,14.08
2016,3,25,10,14.08
2016,3,25,11,14.08
2016,3,25,12,14.08
2016,3,25,13,14.08
2016,3,25,14,14.08
2016,3,25,15,14.08
2016,3,25,16,14.08
2016,3,25,17,14.08
2016,3,25,18,14.08
2016,3,25,19,14.08
2016,3,25,20,14.08
2016,3,25,21,14.08
2016,3,25,22,14.08
2016,3,25,23,14.08
2016,3,25,24,14.08
2016,3,26,1,13.72
2016,3,26,2,13.72
2016,3,26,3,13.72
2016,3,26,4,13.72
2016,3,26,5,13.72
2016,3,26,6,13.72
2016,3,26,7,13.72
2016,3,26,8,13.72
2016,3,26,9,13.72
2016,3,26,10,13.72
2016,3,26,11,13.72
2016,3,26,12,13.72
2016,3,26,13,13.72
2016,3,26,14,13.72
2016,3,26,15,13.72
2016,3,26,16,13.72
2016,3,26,17,13.72
2016,3,26,18,13.72
2016,3,26,19,13.72
2016,3,26,20,13.72
2016,3,26,21,13.72
2016,3,26,22,13.72
2016,3,26,23,13.72
2016,3,26,24,13.72
2016,3,27,1,13.36
2016,3,27,2,13.36
2016,3,27,3,13.36
2016,3,27,4,13.36
2016,3,27,5,13.36
2016,3,27,6,13.36
2016,3,27,7,13.36
2016,3,27,8,13.36
2016,3,27,9,13.36
2016,3,27,10,13.36
2016,3,27,11,13.36
2016,3,27,12,13.36
2016,3,27,13,13.36
2016,3,27,14,13.36
2016,3,27,15,13.36
2016,3,27,16,13.36
2016,3,27,17,13.36
2016,3,27,18,13.36
2016,3,27,19,13.36
2016,3,27,20,13.36
2016,3,27,21,13.36
2016,3,27,22,13.36
2016,3,27,23,13.36
2016,3,27,24,13.36
2016,3,28,1,13.02
2016,3,28,2,13.02
2016,3,28,3,13.02
2016,3,28,4,13.02
2016,3,28,5,13.02
2016,3,28,6,13.02
2016,3,28,7,13.02
2016,3,28,8,13.02
2016,3,28,9,13.02
2016,3,28,10,13.02
2016,3,28,11,13.02
2016,3,28,12,13.02
2016,3,28,13,13.02
2016,3,28,14,13.02
2016,3,28,15,13.02
2016,3,28,16,13.02
2016,3,28,17,13.02
2016,3,28,18,13.02
2016,3,28,19,13.02
2016,3,28,20,13.02
2016,3,28,21,13.02
2016,3,28,22,13.02
2016,3,28,23,13.02
2016,3,28,24,13.02
2016,3,29,1,12.66
2016,3,29,2,12.66
2016,3,29,3,12.66
2016,3,29,4,12.66
2016,3,29,5,12.66
2016,3,29,6,12.66
2016,3,29,7,12.66
2016,3,29,8,12.66
2016,3,29,9,12.66
2016,3,29,10,12.66
2016,3,29,11,12.66
2016,3,29,12,12.66
2016,3,29,13,12.66
2016,3,29,14,12.66
2016,3,29,15,12.66
2016,3,29,16,12.66
2016,3,29,17,12.66
2016,3,29,18,12.66
2016,3,29,19,12.66
2016,3,29,20,12.66
2016,3,29,21,12.66
2016,3,29,22,12.66
2016,3,29,23,12.66
2016,3,29,24,12.66
2016,3,30,1,12.32
2016,3,30,2,12.32
2016,3,30,3,12.32
2016,3,30,4,12.32
2016,3,30,5,12.32
2016,3,30,6,12.32
2016,3,30,7,12.32
2016,3,30,8,12.32
2016,3,30,9,12.32
2016,3,30,10,12.32
2016,3,30,11,12.32
2016,3,30,12,12.32
2016,3,30,13,12.32
2016,3,30,14,12.32
2016,3,30,15,12.32
2016,3,30,16,12.32
2016,3,30,17,12.32
2016,3,30,18,12.32
2016,3,30,19,12.32
2016,3,30,20,12.32
2016,3,30,21,12.32
2016,3,30,22,12.32
2016,3,30,23,12.32
2016,3,30,24,12.32
2016,3,31,1,12.02
2016,3,31,2,12.02
2016,3,31,3,12.02
2016,3,31,4,12.02
2016,3,31,5,12.02
2016,3,31,6,12.02
2016,3,31,7,12.02
2016,3,31,8,12.02
2016,3,31,9,12.02
2016,3,31,10,12.02
2016,3,31,11,12.02
2016,3,31,12,12.02
2016,3,31,13,12.02
2016,3,31,14,12.02
2016,3,31,15,12.02
2016,3,31,16,12.02
2016,3,31,17,12.02
