year,month,day,hour,Node2
2016,2,15,8,77.4
2016,2,15,9,83.6
2016,2,15,10,83.7
2016,2,15,11,79.9
2016,2,15,12,76.6
2016,2,15,13,83.4
2016,2,15,14,86.5
2016,2,15,15,82.9
2016,2,15,16,78.7
2016,2,15,17,71.6
2016,2,15,18,68.9
2016,2,15,19,73.3
2016,2,15,20,73.5
2016,2,15,21,75.2
2016,2,15,22,70.2
2016,2,15,23,64.5
2016,2,15,24,61.2
2016,2,16,1,57.9
2016,2,16,2,56.4
2016,2,16,3,54.2
2016,2,16,4,52.9
2016,2,16,5,52.7
2016,2,16,6,54.1
2016,2,16,7,64.8
2016,2,16,8,77.4
2016,2,16,9,83.6
2016,2,16,10,83.7
2016,2,16,11,79.9
2016,2,16,12,76.6
2016,2,16,13,83.4
2016,2,16,14,86.5
2016,2,16,15,82.9
2016,2,16,16,78.7
2016,2,16,17,71.6
2016,2,16,18,68.9
2016,2,16,19,73.3
2016,2,16,20,73.5
2016,2,16,21,75.2
2016,2,16,22,70.2
2016,2,16,23,64.5
2016,2,16,24,61.2
2016,2,17,1,57.9
2016,2,17,2,56.4
2016,2,17,3,54.2
2016,2,17,4,52.9
2016,2,17,5,52.7
2016,2,17,6,54.1
2016,2,17,7,64.8
2016,2,17,8,77.4
2016,2,17,9,83.6
2016,2,17,10,83.7
2016,2,17,11,79.9
2016,2,17,12,76.6
2016,2,17,13,83.4
2016,2,17,14,86.5
2016,2,17,15,82.9
2016,2,17,16,78.7
2016,2,17,17,71.6
2016,2,17,18,68.9
2016,2,17,19,73.3
2016,2,17,20,73.5
2016,2,17,21,75.2
2016,2,17,22,70.2
2016,2,17,23,64.5
2016,2,17,24,61.2
2016,2,18,1,57.9
2016,2,18,2,56.4
2016,2,18,3,54.2
2016,2,18,4,52.9
2016,2,18,5,52.7
2016,2,18,6,54.1
2016,2,18,7,64.8
2016,2,18,8,77.4
2016,2,18,9,83.6
2016,2,18,10,83.7
2016,2,18,11,79.9
2016,2,18,12,76.6
2016,2,18,13,83.4
2016,2,18,14,86.5
2016,2,18,15,82.9
2016,2,18,16,78.7
2016,2,18,17,71.6
2016,2,18,18,68.9
2016,2,18,19,73.3
2016,2,18,20,73.5
2016,2,18,21,75.2
2016,2,18,22,70.2
2016,2,18,23,64.5
2016,2,18,24,61.2
2016,2,19,1,57.9
2016,2,19,2,56.4
2016,2,19,3,54.2
2016,2,19,4,52.9
2016,2,19,5,52.7
2016,2,19,6,54.1
2016,2,19,7,64.8
2016,2,19,8,77.4
2016,2,19,9,83.6
2016,2,19,10,83.7
2016,2,19,11,79.9
2016,2,19,12,76.6
2016,2,19,13,83.4
2016,2,19,14,86.5
2016,2,19,15,82.9
2016,2,19,16,78.7
2016,2,19,17,71.6
2016,2,19,18,68.9
2016,2,19,19,73.3
2016,2,19,20,73.5
2016,2,19,21,75.2
2016,2,19,22,70.2
2016,2,19,23,64.5
2016,2,19,24,61.2
2016,2,20,1,52.1
2016,2,20,2,50.7
2016,2,20,3,48.8
2016,2,20,4,47.6
2016,2,20,5,47.4
2016,2,20,6,48.7
2016,2,20,7,58.4
2016,2,20,8,69.5
2016,2,20,9,75.3
2016,2,20,10,75.4
2016,2,20,11,71.9
2016,2,20,12,69
2016,2,20,13,75.1
2016,2,20,14,77.9
2016,2,20,15,74.6
2016,2,20,16,70.9
2016,2,20,17,64.4
2016,2,20,18,62
2016,2,20,19,66
2016,2,20,20,66.2
2016,2,20,21,67.7
2016,2,20,22,63.2
2016,2,20,23,58
2016,2,20,24,55
2016,2,21,1,52.1
2016,2,21,2,50.7
2016,2,21,3,48.8
2016,2,21,4,47.6
2016,2,21,5,47.4
2016,2,21,6,48.7
2016,2,21,7,58.4
2016,2,21,8,69.5
2016,2,21,9,75.3
2016,2,21,10,75.4
2016,2,21,11,71.9
2016,2,21,12,69
2016,2,21,13,75.1
2016,2,21,14,77.9
2016,2,21,15,74.6
2016,2,21,16,70.9
2016,2,21,17,64.4
2016,2,21,18,62
2016,2,21,19,66
2016,2,21,20,66.2
2016,2,21,21,67.7
2016,2,21,22,63.2
2016,2,21,23,58
2016,2,21,24,55
2016,2,22,1,57.9
2016,2,22,2,56.4
2016,2,22,3,54.2
2016,2,22,4,52.9
2016,2,22,5,52.7
2016,2,22,6,54.1
2016,2,22,7,64.8
2016,2,22,8,77.4
2016,2,22,9,83.6
2016,2,22,10,83.7
2016,2,22,11,79.9
2016,2,22,12,76.6
2016,2,22,13,83.4
2016,2,22,14,86.5
2016,2,22,15,82.9
2016,2,22,16,78.7
2016,2,22,17,71.6
2016,2,22,18,68.9
2016,2,22,19,73.3
2016,2,22,20,73.5
2016,2,22,21,75.2
2016,2,22,22,70.2
2016,2,22,23,64.5
2016,2,22,24,61.2
2016,2,23,1,57.9
2016,2,23,2,56.4
2016,2,23,3,54.2
2016,2,23,4,52.9
2016,2,23,5,52.7
2016,2,23,6,54.1
2016,2,23,7,64.8
2016,2,23,8,77.4
2016,2,23,9,83.6
2016,2,23,10,83.7
2016,2,23,11,79.9
2016,2,23,12,76.6
2016,2,23,13,83.4
2016,2,23,14,86.5
2016,2,23,15,82.9
2016,2,23,16,78.7
2016,2,23,17,71.6
2016,2,23,18,68.9
2016,2,23,19,73.3
2016,2,23,20,73.5
2016,2,23,21,75.2
2016,2,23,22,70.2
2016,2,23,23,64.5
2016,2,23,24,61.2
2016,2,24,1,57.9
2016,2,24,2,56.4
2016,2,24,3,54.2
2016,2,24,4,52.9
2016,2,24,5,52.7
2016,2,24,6,54.1
2016,2,24,7,64.8
2016,2,24,8,77.4
2016,2,24,9,83.6
2016,2,24,10,83.7
2016,2,24,11,79.9
2016,2,24,12,76.6
2016,2,24,13,83.4
2016,2,24,14,86.5
2016,2,24,15,82.9
2016,2,24,16,78.7
2016,2,24,17,71.6
2016,2,24,18,68.9
2016,2,24,19,73.3
2016,2,24,20,73.5
2016,2,24,21,75.2
2016,2,24,22,70.2
2016,2,24,23,64.5
2016,2,24,24,61.2
2016,2,25,1,57.9
2016,2,25,2,56.4
2016,2,25,3,54.2
2016,2,25,4,52.9
2016,2,25,5,52.7
2016,2,25,6,54.1
2016,2,25,7,64.8
2016,2,25,8,77.4
2016,2,25,9,83.6
2016,2,25,10,83.7
2016,2,25,11,79.9
2016,2,25,12,76.6
2016,2,25,13,83.4
2016,2,25,14,86.5
2016,2,25,15,82.9
2016,2,25,16,78.7
2016,2,25,17,71.6
2016,2,25,18,68.9
2016,2,25,19,73.3
2016,2,25,20,73.5
2016,2,25,21,75.2
2016,2,25,22,70.2
2016,2,25,23,64.5
2016,2,25,24,61.2
2016,2,26,1,57.9
2016,2,26,2,56.4
2016,2,26,3,54.2
2016,2,26,4,52.9
2016,2,26,5,52.7
2016,2,26,6,54.1
2016,2,26,7,64.8
2016,2,26,8,77.4
2016,2,26,9,83.6
2016,2,26,10,83.7
2016,2,26,11,79.9
2016,2,26,12,76.6
2016,2,26,13,83.4
2016,2,26,14,86.5
2016,2,26,15,82.9
2016,2,26,16,78.7
2016,2,26,17,71.6
2016,2,26,18,68.9
2016,2,26,19,73.3
2016,2,26,20,73.5
2016,2,26,21,75.2
2016,2,26,22,70.2
2016,2,26,23,64.5
2016,2,26,24,61.2
2016,2,27,1,52.1
2016,2,27,2,50.7
2016,2,27,3,48.8
2016,2,27,4,47.6
2016,2,27,5,47.4
2016,2,27,6,48.7
2016,2,27,7,58.4
2016,2,27,8,69.5
2016,2,27,9,75.3
2016,2,27,10,75.4
2016,2,27,11,71.9
2016,2,27,12,69
2016,2,27,13,75.1
2016,2,27,14,77.9
2016,2,27,15,74.6
2016,2,27,16,70.9
2016,2,27,17,64.4
2016,2,27,18,62
2016,2,27,19,66
2016,2,27,20,66.2
2016,2,27,21,67.7
2016,2,27,22,63.2
2016,2,27,23,58
2016,2,27,24,55
2016,2,28,1,52.1
2016,2,28,2,50.7
2016,2,28,3,48.8
2016,2,28,4,47.6
2016,2,28,5,47.4
2016,2,28,6,48.7
2016,2,28,7,58.4
2016,2,28,8,69.5
2016,2,28,9,75.3
2016,2,28,10,75.4
2016,2,28,11,71.9
2016,2,28,12,69
2016,2,28,13,75.1
2016,2,28,14,77.9
2016,2,28,15,74.6
2016,2,28,16,70.9
2016,2,28,17,64.4
2016,2,28,18,62
2016,2,28,19,66
2016,2,28,20,66.2
2016,2,28,21,67.7
2016,2,28,22,63.2
2016,2,28,23,58
2016,2,28,24,55
2016,3,1,1,62.9
2016,3,1,2,61.2
2016,3,1,3,58.8
2016,3,1,4,57.4
2016,3,1,5,57.2
2016,3,1,6,58.7
2016,3,1,7,70.4
2016,3,1,8,83.9
2016,3,1,9,90.8
2016,3,1,10,90.9
2016,3,1,11,86.7
2016,3,1,12,83.2
2016,3,1,13,90.5
2016,3,1,14,93.9
2016,3,1,15,90
2016,3,1,16,85.5
2016,3,1,17,77.7
2016,3,1,18,74.8
2016,3,1,19,79.6
2016,3,1,20,79.8
2016,3,1,21,81.5
2016,3,1,22,76.1
2016,3,1,23,70.1
2016,3,1,24,66.4
2016,3,2,1,62.9
2016,3,2,2,61.2
2016,3,2,3,58.8
2016,3,2,4,57.4
2016,3,2,5,57.2
2016,3,2,6,58.7
2016,3,2,7,70.4
2016,3,2,8,83.9
2016,3,2,9,90.8
2016,3,2,10,90.9
2016,3,2,11,86.7
2016,3,2,12,83.2
2016,3,2,13,90.5
2016,3,2,14,93.9
2016,3,2,15,90
2016,3,2,16,85.5
2016,3,2,17,77.7
2016,3,2,18,74.8
2016,3,2,19,79.6
2016,3,2,20,79.8
2016,3,2,21,81.5
2016,3,2,22,76.1
2016,3,2,23,70.1
2016,3,2,24,66.4
2016,3,3,1,62.9
2016,3,3,2,61.2
2016,3,3,3,58.8
2016,3,3,4,57.4
2016,3,3,5,57.2
2016,3,3,6,58.7
2016,3,3,7,70.4
2016,3,3,8,83.9
2016,3,3,9,90.8
2016,3,3,10,90.9
2016,3,3,11,86.7
2016,3,3,12,83.2
2016,3,3,13,90.5
2016,3,3,14,93.9
2016,3,3,15,90
2016,3,3,16,85.5
2016,3,3,17,77.7
2016,3,3,18,74.8
2016,3,3,19,79.6
2016,3,3,20,79.8
2016,3,3,21,81.5
2016,3,3,22,76.1
2016,3,3,23,70.1
2016,3,3,24,66.4
2016,3,4,1,62.9
2016,3,4,2,61.2
2016,3,4,3,58.8
2016,3,4,4,57.4
2016,3,4,5,57.2
2016,3,4,6,58.7
2016,3,4,7,70.4
2016,3,4,8,83.9
2016,3,4,9,90.8
2016,3,4,10,90.9
2016,3,4,11,86.7
2016,3,4,12,83.2
2016,3,4,13,90.5
2016,3,4,14,93.9
2016,3,4,15,90
2016,3,4,16,85.5
2016,3,4,17,77.7
2016,3,4,18,74.8
2016,3,4,19,79.6
2016,3,4,20,79.8
2016,3,4,21,81.5
2016,3,4,22,76.1
2016,3,4,23,70.1
2016,3,4,24,66.4
2016,3,5,1,56.6
2016,3,5,2,55
2016,3,5,3,52.9
2016,3,5,4,51.7
2016,3,5,5,51.5
2016,3,5,6,52.8
2016,3,5,7,63.3
2016,3,5,8,75.5
2016,3,5,9,81.7
2016,3,5,10,81.9
2016,3,5,11,78
2016,3,5,12,74.9
2016,3,5,13,81.4
2016,3,5,14,84.5
2016,3,5,15,81
2016,3,5,16,76.9
2016,3,5,17,69.9
2016,3,5,18,67.3
2016,3,5,19,71.6
2016,3,5,20,71.8
2016,3,5,21,73.4
2016,3,5,22,68.5
2016,3,5,23,63.1
2016,3,5,24,59.7
2016,3,6,1,56.6
2016,3,6,2,55
2016,3,6,3,52.9
2016,3,6,4,51.7
2016,3,6,5,51.5
2016,3,6,6,52.8
2016,3,6,7,63.3
2016,3,6,8,75.5
2016,3,6,9,81.7
2016,3,6,10,81.9
2016,3,6,11,78
2016,3,6,12,74.9
2016,3,6,13,81.4
2016,3,6,14,84.5
2016,3,6,15,81
2016,3,6,16,76.9
2016,3,6,17,69.9
2016,3,6,18,67.3
2016,3,6,19,71.6
2016,3,6,20,71.8
2016,3,6,21,73.4
2016,3,6,22,68.5
2016,3,6,23,63.1
2016,3,6,24,59.7
2016,3,7,1,62.9
2016,3,7,2,61.2
2016,3,7,3,58.8
2016,3,7,4,57.4
2016,3,7,5,57.2
2016,3,7,6,58.7
2016,3,7,7,70.4
2016,3,7,8,83.9
2016,3,7,9,90.8
2016,3,7,10,90.9
2016,3,7,11,86.7
2016,3,7,12,83.2
2016,3,7,13,90.5
2016,3,7,14,93.9
2016,3,7,15,90
2016,3,7,16,85.5
2016,3,7,17,77.7
2016,3,7,18,74.8
2016,3,7,19,79.6
2016,3,7,20,79.8
2016,3,7,21,81.5
2016,3,7,22,76.1
2016,3,7,23,70.1
2016,3,7,24,66.4
2016,3,8,1,62.9
2016,3,8,2,61.2
2016,3,8,3,58.8
2016,3,8,4,57.4
2016,3,8,5,57.2
2016,3,8,6,58.7
2016,3,8,7,70.4
2016,3,8,8,83.9
2016,3,8,9,90.8
2016,3,8,10,90.9
2016,3,8,11,86.7
2016,3,8,12,83.2
2016,3,8,13,90.5
2016,3,8,14,93.9
2016,3,8,15,90
2016,3,8,16,85.5
2016,3,8,17,77.7
2016,3,8,18,74.8
2016,3,8,19,79.6
2016,3,8,20,79.8
2016,3,8,21,81.5
2016,3,8,22,76.1
2016,3,8,23,70.1
2016,3,8,24,66.4
2016,3,9,1,62.9
2016,3,9,2,61.2
2016,3,9,3,58.8
2016,3,9,4,57.4
2016,3,9,5,57.2
2016,3,9,6,58.7
2016,3,9,7,70.4
2016,3,9,8,83.9
2016,3,9,9,90.8
2016,3,9,10,90.9
2016,3,9,11,86.7
2016,3,9,12,83.2
2016,3,9,13,90.5
2016,3,9,14,93.9
2016,3,9,15,90
2016,3,9,16,85.5
2016,3,9,17,77.7
2016,3,9,18,74.8
2016,3,9,19,79.6
2016,3,9,20,79.8
2016,3,9,21,81.5
2016,3,9,22,76.1
2016,3,9,23,70.1
2016,3,9,24,66.4
2016,3,10,1,62.9
2016,3,10,2,61.2
2016,3,10,3,58.8
2016,3,10,4,57.4
2016,3,10,5,57.2
2016,3,10,6,58.7
2016,3,10,7,70.4
2016,3,10,8,83.9
2016,3,10,9,90.8
2016,3,10,10,90.9
2016,3,10,11,86.7
2016,3,10,12,83.2
2016,3,10,13,90.5
2016,3,10,14,93.9
2016,3,10,15,90
2016,3,10,16,85.5
2016,3,10,17,77.7
2016,3,10,18,74.8
2016,3,10,19,79.6
2016,3,10,20,79.8
2016,3,10,21,81.5
2016,3,10,22,76.1
2016,3,10,23,70.1
2016,3,10,24,66.4
2016,3,11,1,62.9
2016,3,11,2,61.2
2016,3,11,3,58.8
2016,3,11,4,57.4
2016,3,11,5,57.2
2016,3,11,6,58.7
2016,3,11,7,70.4
2016,3,11,8,83.9
2016,3,11,9,90.8
2016,3,11,10,90.9
2016,3,11,11,86.7
2016,3,11,12,83.2
2016,3,11,13,90.5
2016,3,11,14,93.9
2016,3,11,15,90
2016,3,11,16,85.5
2016,3,11,17,77.7
2016,3,11,18,74.8
2016,3,11,19,79.6
2016,3,11,20,79.8
2016,3,11,21,81.5
2016,3,11,22,76.1
2016,3,11,23,70.1
2016,3,11,24,66.4
2016,3,12,1,56.6
2016,3,12,2,55
2016,3,12,3,52.9
2016,3,12,4,51.7
2016,3,12,5,51.5
2016,3,12,6,52.8
2016,3,12,7,63.3
2016,3,12,8,75.5
2016,3,12,9,81.7
2016,3,12,10,81.9
2016,3,12,11,78
2016,3,12,12,74.9
2016,3,12,13,81.4
2016,3,12,14,84.5
2016,3,12,15,81
2016,3,12,16,76.9
2016,3,12,17,69.9
2016,3,12,18,67.3
2016,3,12,19,71.6
2016,3,12,20,71.8
2016,3,12,21,73.4
2016,3,12,22,68.5
2016,3,12,23,63.1
2016,3,12,24,59.7
2016,3,13,1,56.6
2016,3,13,2,55
2016,3,13,3,52.9
2016,3,13,4,51.7
2016,3,13,5,51.5
2016,3,13,6,52.8
2016,3,13,7,63.3
2016,3,13,8,75.5
2016,3,13,9,81.7
2016,3,13,10,81.9
2016,3,13,11,78
2016,3,13,12,74.9
2016,3,13,13,81.4
2016,3,13,14,84.5
2016,3,13,15,81
2016,3,13,16,76.9
2016,3,13,17,69.9
2016,3,13,18,67.3
2016,3,13,19,71.6
2016,3,13,20,71.8
2016,3,13,21,73.4
2016,3,13,22,68.5
2016,3,13,23,63.1
2016,3,13,24,59.7
2016,3,14,1,62.9
2016,3,14,2,61.2
2016,3,14,3,58.8
2016,3,14,4,57.4
2016,3,14,5,57.2
2016,3,14,6,58.7
2016,3,14,7,70.4
2016,3,14,8,83.9
2016,3,14,9,90.8
2016,3,14,10,90.9
2016,3,14,11,86.7
2016,3,14,12,83.2
2016,3,14,13,90.5
2016,3,14,14,93.9
2016,3,14,15,90
2016,3,14,16,85.5
2016,3,14,17,77.7
2016,3,14,18,74.8
2016,3,14,19,79.6
2016,3,14,20,79.8
2016,3,14,21,81.5
2016,3,14,22,76.1
2016,3,14,23,70.1
2016,3,14,24,66.4
2016,3,15,1,62.9
2016,3,15,2,61.2
2016,3,15,3,58.8
2016,3,15,4,57.4
2016,3,15,5,57.2
2016,3,15,6,58.7
2016,3,15,7,70.4
2016,3,15,8,83.9
2016,3,15,9,90.8
2016,3,15,10,90.9
2016,3,15,11,86.7
2016,3,15,12,83.2
2016,3,15,13,90.5
2016,3,15,14,93.9
2016,3,15,15,90
2016,3,15,16,85.5
2016,3,15,17,77.7
2016,3,15,18,74.8
2016,3,15,19,79.6
2016,3,15,20,79.8
2016,3,15,21,81.5
2016,3,15,22,76.1
2016,3,15,23,70.1
2016,3,15,24,66.4
2016,3,16,1,62.9
2016,3,16,2,61.2
2016,3,16,3,58.8
2016,3,16,4,57.4
2016,3,16,5,57.2
2016,3,16,6,58.7
2016,3,16,7,70.4
2016,3,16,8,83.9
2016,3,16,9,90.8
2016,3,16,10,90.9
2016,3,16,11,86.7
2016,3,16,12,83.2
2016,3,16,13,90.5
2016,3,16,14,93.9
2016,3,16,15,90
2016,3,16,16,85.5
2016,3,16,17,77.7
2016,3,16,18,74.8
2016,3,16,19,79.6
2016,3,16,20,79.8
2016,3,16,21,81.5
2016,3,16,22,76.1
2016,3,16,23,70.1
2016,3,16,24,66.4
2016,3,17,1,62.9
2016,3,17,2,61.2
2016,3,17,3,58.8
2016,3,17,4,57.4
2016,3,17,5,57.2
2016,3,17,6,58.7
2016,3,17,7,70.4
2016,3,17,8,83.9
2016,3,17,9,90.8
2016,3,17,10,90.9
2016,3,17,11,86.7
2016,3,17,12,83.2
2016,3,17,13,90.5
2016,3,17,14,93.9
2016,3,17,15,90
2016,3,17,16,85.5
2016,3,17,17,77.7
2016,3,17,18,74.8
2016,3,17,19,79.6
2016,3,17,20,79.8
2016,3,17,21,81.5
2016,3,17,22,76.1
2016,3,17,23,70.1
2016,3,17,24,66.4
2016,3,18,1,62.9
2016,3,18,2,61.2
2016,3,18,3,58.8
2016,3,18,4,57.4
2016,3,18,5,57.2
2016,3,18,6,58.7
2016,3,18,7,70.4
2016,3,18,8,83.9
2016,3,18,9,90.8
2016,3,18,10,90.9
2016,3,18,11,86.7
2016,3,18,12,83.2
2016,3,18,13,90.5
2016,3,18,14,93.9
2016,3,18,15,90
2016,3,18,16,85.5
2016,3,18,17,77.7
2016,3,18,18,74.8
2016,3,18,19,79.6
2016,3,18,20,79.8
2016,3,18,21,81.5
2016,3,18,22,76.1
2016,3,18,23,70.1
2016,3,18,24,66.4
2016,3,19,1,56.6
2016,3,19,2,55
2016,3,19,3,52.9
2016,3,19,4,51.7
2016,3,19,5,51.5
2016,3,19,6,52.8
2016,3,19,7,63.3
2016,3,19,8,75.5
2016,3,19,9,81.7
2016,3,19,10,81.9
2016,3,19,11,78
2016,3,19,12,74.9
2016,3,19,13,81.4
2016,3,19,14,84.5
2016,3,19,15,81
2016,3,19,16,76.9
2016,3,19,17,69.9
2016,3,19,18,67.3
2016,3,19,19,71.6
2016,3,19,20,71.8
2016,3,19,21,73.4
2016,3,19,22,68.5
2016,3,19,23,63.1
2016,3,19,24,59.7
2016,3,20,1,56.6
2016,3,20,2,55
2016,3,20,3,52.9
2016,3,20,4,51.7
2016,3,20,5,51.5
2016,3,20,6,52.8
2016,3,20,7,63.3
2016,3,20,8,75.5
2016,3,20,9,81.7
2016,3,20,10,81.9
2016,3,20,11,78
2016,3,20,12,74.9
2016,3,20,13,81.4
2016,3,20,14,84.5
2016,3,20,15,81
2016,3,20,16,76.9
2016,3,20,17,69.9
2016,3,20,18,67.3
2016,3,20,19,71.6
2016,3,20,20,71.8
2016,3,20,21,73.4
2016,3,20,22,68.5
2016,3,20,23,63.1
2016,3,20,24,59.7
2016,3,21,1,62.9
2016,3,21,2,61.2
2016,3,21,3,58.8
2016,3,21,4,57.4
2016,3,21,5,57.2
2016,3,21,6,58.7
2016,3,21,7,70.4
2016,3,21,8,83.9
2016,3,21,9,90.8
2016,3,21,10,90.9
2016,3,21,11,86.7
2016,3,21,12,83.2
2016,3,21,13,90.5
2016,3,21,14,93.9
2016,3,21,15,90
2016,3,21,16,85.5
2016,3,21,17,77.7
2016,3,21,18,74.8
2016,3,21,19,79.6
2016,3,21,20,79.8
2016,3,21,21,81.5
2016,3,21,22,76.1
2016,3,21,23,70.1
2016,3,21,24,66.4
2016,3,22,1,62.9
2016,3,22,2,61.2
2016,3,22,3,58.8
2016,3,22,4,57.4
2016,3,22,5,57.2
2016,3,22,6,58.7
2016,3,22,7,70.4
2016,3,22,8,83.9
2016,3,22,9,90.8
2016,3,22,10,90.9
2016,3,22,11,86.7
2016,3,22,12,83.2
2016,3,22,13,90.5
2016,3,22,14,93.9
2016,3,22,15,90
2016,3,22,16,85.5
2016,3,22,17,77.7
2016,3,22,18,74.8
2016,3,22,19,79.6
2016,3,22,20,79.8
2016,3,22,21,81.5
2016,3,22,22,76.1
2016,3,22,23,70.1
2016,3,22,24,66.4
2016,3,23,1,62.9
2016,3,23,2,61.2
2016,3,23,3,58.8
2016,3,23,4,57.4
2016,3,23,5,57.2
2016,3,23,6,58.7
2016,3,23,7,70.4
2016,3,23,8,83.9
2016,3,23,9,90.8
2016,3,23,10,90.9
2016,3,23,11,86.7
2016,3,23,12,83.2
2016,3,23,13,90.5
2016,3,23,14,93.9
2016,3,23,15,90
2016,3,23,16,85.5
2016,3,23,17,77.7
2016,3,23,18,74.8
2016,3,23,19,79.6
2016,3,23,20,79.8
2016,3,23,21,81.5
2016,3,23,22,76.1
2016,3,23,23,70.1
2016,3,23,24,66.4
2016,3,24,1,62.9
2016,3,24,2,61.2
2016,3,24,3,58.8
2016,3,24,4,57.4
2016,3,24,5,57.2
2016,3,24,6,58.7
2016,3,24,7,70.4
2016,3,24,8,83.9
2016,3,24,9,90.8
2016,3,24,10,90.9
2016,3,24,11,86.7
2016,3,24,12,83.2
2016,3,24,13,90.5
2016,3,24,14,93.9
2016,3,24,15,90
2016,3,24,16,85.5
2016,3,24,17,77.7
2016,3,24,18,74.8
2016,3,24,19,79.6
2016,3,24,20,79.8
2016,3,24,21,81.5
2016,3,24,22,76.1
2016,3,24,23,70.1
2016,3,24,24,66.4
2016,3,25,1,62.9
2016,3,25,2,61.2
2016,3,25,3,58.8
2016,3,25,4,57.4
2016,3,25,5,57.2
2016,3,25,6,58.7
2016,3,25,7,70.4
2016,3,25,8,83.9
2016,3,25,9,90.8
2016,3,25,10,90.9
2016,3,25,11,86.7
2016,3,25,12,83.2
2016,3,25,13,90.5
2016,3,25,14,93.9
2016,3,25,15,90
2016,3,25,16,85.5
2016,3,25,17,77.7
2016,3,25,18,74.8
2016,3,25,19,79.6
2016,3,25,20,79.8
2016,3,25,21,81.5
2016,3,25,22,76.1
2016,3,25,23,70.1
2016,3,25,24,66.4
2016,3,26,1,56.6
2016,3,26,2,55
2016,3,26,3,52.9
2016,3,26,4,51.7
2016,3,26,5,51.5
2016,3,26,6,52.8
2016,3,26,7,63.3
2016,3,26,8,75.5
2016,3,26,9,81.7
2016,3,26,10,81.9
2016,3,26,11,78
2016,3,26,12,74.9
2016,3,26,13,81.4
2016,3,26,14,84.5
2016,3,26,15,81
2016,3,26,16,76.9
2016,3,26,17,69.9
2016,3,26,18,67.3
2016,3,26,19,71.6
2016,3,26,20,71.8
2016,3,26,21,73.4
2016,3,26,22,68.5
2016,3,26,23,63.1
2016,3,26,24,59.7
2016,3,27,1,56.6
2016,3,27,2,55
2016,3,27,3,52.9
2016,3,27,4,51.7
2016,3,27,5,51.5
2016,3,27,6,52.8
2016,3,27,7,63.3
2016,3,27,8,75.5
2016,3,27,9,81.7
2016,3,27,10,81.9
2016,3,27,11,78
2016,3,27,12,74.9
2016,3,27,13,81.4
2016,3,27,14,84.5
2016,3,27,15,81
2016,3,27,16,76.9
2016,3,27,17,69.9
2016,3,27,18,67.3
2016,3,27,19,71.6
2016,3,27,20,71.8
2016,3,27,21,73.4
2016,3,27,22,68.5
2016,3,27,23,63.1
2016,3,27,24,59.7
2016,3,28,1,62.9
2016,3,28,2,61.2
2016,3,28,3,58.8
2016,3,28,4,57.4
2016,3,28,5,57.2
2016,3,28,6,58.7
2016,3,28,7,70.4
2016,3,28,8,83.9
2016,3,28,9,90.8
2016,3,28,10,90.9
2016,3,28,11,86.7
2016,3,28,12,83.2
2016,3,28,13,90.5
2016,3,28,14,93.9
2016,3,28,15,90
2016,3,28,16,85.5
2016,3,28,17,77.7
2016,3,28,18,74.8
2016,3,28,19,79.6
2016,3,28,20,79.8
2016,3,28,21,81.5
2016,3,28,22,76.1
2016,3,28,23,70.1
2016,3,28,24,66.4
2016,3,29,1,62.9
2016,3,29,2,61.2
2016,3,29,3,58.8
2016,3,29,4,57.4
2016,3,29,5,57.2
2016,3,29,6,58.7
2016,3,29,7,70.4
2016,3,29,8,83.9
2016,3,29,9,90.8
2016,3,29,10,90.9
2016,3,29,11,86.7
2016,3,29,12,83.2
2016,3,29,13,90.5
2016,3,29,14,93.9
2016,3,29,15,90
2016,3,29,16,85.5
2016,3,29,17,77.7
2016,3,29,18,74.8
2016,3,29,19,79.6
2016,3,29,20,79.8
2016,3,29,21,81.5
2016,3,29,22,76.1
2016,3,29,23,70.1
2016,3,29,24,66.4
2016,3,30,1,62.9
2016,3,30,2,61.2
2016,3,30,3,58.8
2016,3,30,4,57.4
2016,3,30,5,57.2
2016,3,30,6,58.7
2016,3,30,7,70.4
2016,3,30,8,83.9
2016,3,30,9,90.8
2016,3,30,10,90.9
2016,3,30,11,86.7
2016,3,30,12,83.2
2016,3,30,13,90.5
2016,3,30,14,93.9
2016,3,30,15,90
2016,3,30,16,85.5
2016,3,30,17,77.7
2016,3,30,18,74.8
2016,3,30,19,79.6
2016,3,30,20,79.8
2016,3,30,21,81.5
2016,3,30,22,76.1
2016,3,30,23,70.1
2016,3,30,24,66.4
2016,3,31,1,62.9
2016,3,31,2,61.2
2016,3,31,3,58.8
2016,3,31,4,57.4
2016,3,31,5,57.2
2016,3,31,6,58.7
2016,3,31,7,70.4
2016,3,31,8,83.9
2016,3,31,9,90.8
2016,3,31,10,90.9
2016,3,31,11,86.7
2016,3,31,12,83.2
2016,3,31,13,90.5
2016,3,31,14,93.9
2016,3,31,15,90
2016,3,31,16,85.5
2016,3,31,17,77.7
2016,3,31,18,74.8
2016,3,31,19,79.6
2016,3,31,20,79.8
2016,3,31,21,81.5
2016,3,31,22,76.1
2016,3,31,23,70.1
2016,3,31,24,66.4
2016,4,1,1,67.9
2016,4,1,2,66
2016,4,1,3,63.5
2016,4,1,4,62
2016,4,1,5,61.7
2016,4,1,6,63.4
2016,4,1,7,75.9
2016,4,1,8,90.5
2016,4,1,9,98
2016,4,1,10,98.1
2016,4,1,11,93.5
2016,4,1,12,89.8
2016,4,1,13,97.7
