year,month,day,hour,Node1,Node2,Buyer
2016,4,4,19,590.6,85.8,4.788
2016,4,4,20,592.8,86.1,4.788
2016,4,4,21,605.5,88,4.788
2016,4,4,22,565.4,82.2,4.788
2016,4,4,23,520,75.6,4.788
2016,4,4,24,493,71.6,4.788
2016,4,5,1,466.8,67.9,4.644
2016,4,5,2,454,66,4.644
2016,4,5,3,436.5,63.5,4.644
2016,4,5,4,426.7,62,4.644
2016,4,5,5,424.7,61.7,4.644
2016,4,5,6,436,63.4,4.644
2016,4,5,7,522.4,75.9,4.644
2016,4,5,8,623.1,90.5,4.644
2016,4,5,9,674.3,98,4.644
2016,4,5,10,675.2,98.1,4.644
2016,4,5,11,643.7,93.5,4.644
2016,4,5,12,617.9,89.8,4.644
2016,4,5,13,672.2,97.7,4.644
2016,4,5,14,697.2,101.4,4.644
2016,4,5,15,668.5,97.2,4.644
2016,4,5,16,634.8,92.3,4.644
2016,4,5,17,576.9,83.8,4.644
2016,4,5,18,555.5,80.7,4.644
2016,4,5,19,590.6,85.8,4.644
2016,4,5,20,592.8,86.1,4.644
2016,4,5,21,605.5,88,4.644
2016,4,5,22,565.4,82.2,4.644
2016,4,5,23,520,75.6,4.644
2016,4,5,24,493,71.6,4.644
2016,4,6,1,466.8,67.9,4.5
2016,4,6,2,454,66,4.5
2016,4,6,3,436.5,63.5,4.5
2016,4,6,4,426.7,62,4.5
2016,4,6,5,424.7,61.7,4.5
2016,4,6,6,436,63.4,4.5
2016,4,6,7,522.4,75.9,4.5
2016,4,6,8,623.1,90.5,4.5
2016,4,6,9,674.3,98,4.5
2016,4,6,10,675.2,98.1,4.5
2016,4,6,11,643.7,93.5,4.5
2016,4,6,12,617.9,89.8,4.5
2016,4,6,13,672.2,97.7,4.5
2016,4,6,14,697.2,101.4,4.5
2016,4,6,15,668.5,97.2,4.5
2016,4,6,16,634.8,92.3,4.5
2016,4,6,17,576.9,83.8,4.5
2016,4,6,18,555.5,80.7,4.5
2016,4,6,19,590.6,85.8,4.5
2016,4,6,20,592.8,86.1,4.5
2016,4,6,21,605.5,88,4.5
2016,4,6,22,565.4,82.2,4.5
2016,4,6,23,520,75.6,4.5
2016,4,6,24,493,71.6,4.5
2016,4,7,1,466.8,67.9,4.356
2016,4,7,2,454,66,4.356
2016,4,7,3,436.5,63.5,4.356
2016,4,7,4,426.7,62,4.356
2016,4,7,5,424.7,61.7,4.356
2016,4,7,6,436,63.4,4.356
2016,4,7,7,522.4,75.9,4.356
2016,4,7,8,623.1,90.5,4.356
2016,4,7,9,674.3,98,4.356
2016,4,7,10,675.2,98.1,4.356
2016,4,7,11,643.7,93.5,4.356
2016,4,7,12,617.9,89.8,4.356
2016,4,7,13,672.2,97.7,4.356
2016,4,7,14,697.2,101.4,4.356
2016,4,7,15,668.5,97.2,4.356
2016,4,7,16,634.8,92.3,4.356
2016,4,7,17,576.9,83.8,4.356
2016,4,7,18,555.5,80.7,4.356
2016,4,7,19,590.6,85.8,4.356
2016,4,7,20,592.8,86.1,4.356
2016,4,7,21,605.5,88,4.356
2016,4,7,22,565.4,82.2,4.356
2016,4,7,23,520,75.6,4.356
2016,4,7,24,493,71.6,4.356
2016,4,8,1,466.8,67.9,4.221
2016,4,8,2,454,66,4.221
2016,4,8,3,436.5,63.5,4.221
2016,4,8,4,426.7,62,4.221
2016,4,8,5,424.7,61.7,4.221
2016,4,8,6,436,63.4,4.221
2016,4,8,7,522.4,75.9,4.221
2016,4,8,8,623.1,90.5,4.221
2016,4,8,9,674.3,98,4.221
2016,4,8,10,675.2,98.1,4.221
2016,4,8,11,643.7,93.5,4.221
2016,4,8,12,617.9,89.8,4.221
2016,4,8,13,672.2,97.7,4.221
2016,4,8,14,697.2,101.4,4.221
2016,4,8,15,668.5,97.2,4.221
2016,4,8,16,634.8,92.3,4.221
2016,4,8,17,576.9,83.8,4.221
2016,4,8,18,555.5,80.7,4.221
2016,4,8,19,590.6,85.8,4.221
2016,4,8,20,592.8,86.1,4.221
2016,4,8,21,605.5,88,4.221
2016,4,8,22,565.4,82.2,4.221
2016,4,8,23,520,75.6,4.221
2016,4,8,24,493,71.6,4.221
2016,4,9,1,420.1,61.1,4.095
2016,4,9,2,408.6,59.4,4.095
2016,4,9,3,392.9,57.1,4.095
2016,4,9,4,384,55.9,4.095
2016,4,9,5,382.2,55.5,4.095
2016,4,9,6,392.3,57,4.095
2016,4,9,7,470.1,68.3,4.095
2016,4,9,8,560.8,81.5,4.095
2016,4,9,9,606.9,88.2,4.095
2016,4,9,10,607.7,88.3,4.095
2016,4,9,11,579.3,84.1,4.095
2016,4,9,12,556,80.8,4.095
2016,4,9,13,605,87.9,4.095
2016,4,9,14,627.5,91.1,4.095
2016,4,9,15,601.7,87.5,4.095
2016,4,9,16,571.3,83,4.095
2016,4,9,17,519.3,75.5,4.095
2016,4,9,18,500,72.7,4.095
2016,4,9,19,531.5,77.3,4.095
2016,4,9,20,533.5,77.6,4.095
2016,4,9,21,545,79.2,4.095
2016,4,9,22,508.9,73.9,4.095
2016,4,9,23,468,68.1,4.095
2016,4,9,24,443.7,64.5,4.095
2016,4,10,1,420.1,61.1,4.005
2016,4,10,2,408.6,59.4,4.005
2016,4,10,3,392.9,57.1,4.005
2016,4,10,4,384,55.9,4.005
2016,4,10,5,382.2,55.5,4.005
2016,4,10,6,392.3,57,4.005
2016,4,10,7,470.1,68.3,4.005
2016,4,10,8,560.8,81.5,4.005
2016,4,10,9,606.9,88.2,4.005
2016,4,10,10,607.7,88.3,4.005
2016,4,10,11,579.3,84.1,4.005
2016,4,10,12,556,80.8,4.005
2016,4,10,13,605,87.9,4.005
2016,4,10,14,627.5,91.1,4.005
2016,4,10,15,601.7,87.5,4.005
2016,4,10,16,571.3,83,4.005
2016,4,10,17,519.3,75.5,4.005
2016,4,10,18,500,72.7,4.005
2016,4,10,19,531.5,77.3,4.005
2016,4,10,20,533.5,77.6,4.005
2016,4,10,21,545,79.2,4.005
2016,4,10,22,508.9,73.9,4.005
2016,4,10,23,468,68.1,4.005
2016,4,10,24,443.7,64.5,4.005
2016,4,11,1,466.8,67.9,3.942
2016,4,11,2,454,66,3.942
2016,4,11,3,436.5,63.5,3.942
2016,4,11,4,426.7,62,3.942
2016,4,11,5,424.7,61.7,3.942
2016,4,11,6,436,63.4,3.942
2016,4,11,7,522.4,75.9,3.942
2016,4,11,8,623.1,90.5,3.942
2016,4,11,9,674.3,98,3.942
2016,4,11,10,675.2,98.1,3.942
2016,4,11,11,643.7,93.5,3.942
2016,4,11,12,617.9,89.8,3.942
2016,4,11,13,672.2,97.7,3.942
2016,4,11,14,697.2,101.4,3.942
2016,4,11,15,668.5,97.2,3.942
2016,4,11,16,634.8,92.3,3.942
2016,4,11,17,576.9,83.8,3.942
2016,4,11,18,555.5,80.7,3.942
2016,4,11,19,590.6,85.8,3.942
2016,4,11,20,592.8,86.1,3.942
2016,4,11,21,605.5,88,3.942
2016,4,11,22,565.4,82.2,3.942
2016,4,11,23,520,75.6,3.942
2016,4,11,24,493,71.6,3.942
2016,4,12,1,466.8,67.9,3.888
2016,4,12,2,454,66,3.888
2016,4,12,3,436.5,63.5,3.888
2016,4,12,4,426.7,62,3.888
2016,4,12,5,424.7,61.7,3.888
2016,4,12,6,436,63.4,3.888
2016,4,12,7,522.4,75.9,3.888
2016,4,12,8,623.1,90.5,3.888
2016,4,12,9,674.3,98,3.888
2016,4,12,10,675.2,98.1,3.888
2016,4,12,11,643.7,93.5,3.888
2016,4,12,12,617.9,89.8,3.888
2016,4,12,13,672.2,97.7,3.888
2016,4,12,14,697.2,101.4,3.888
2016,4,12,15,668.5,97.2,3.888
2016,4,12,16,634.8,92.3,3.888
2016,4,12,17,576.9,83.8,3.888
2016,4,12,18,555.5,80.7,3.888
2016,4,12,19,590.6,85.8,3.888
2016,4,12,20,592.8,86.1,3.888
2016,4,12,21,605.5,88,3.888
2016,4,12,22,565.4,82.2,3.888
2016,4,12,23,520,75.6,3.888
2016,4,12,24,493,71.6,3.888
2016,4,13,1,466.8,67.9,3.879
2016,4,13,2,454,66,3.879
2016,4,13,3,436.5,63.5,3.879
2016,4,13,4,426.7,62,3.879
2016,4,13,5,424.7,61.7,3.879
2016,4,13,6,436,63.4,3.879
2016,4,13,7,522.4,75.9,3.879
2016,4,13,8,623.1,90.5,3.879
2016,4,13,9,674.3,98,3.879
2016,4,13,10,675.2,98.1,3.879
2016,4,13,11,643.7,93.5,3.879
2016,4,13,12,617.9,89.8,3.879
2016,4,13,13,672.2,97.7,3.879
2016,4,13,14,697.2,101.4,3.879
2016,4,13,15,668.5,97.2,3.879
2016,4,13,16,634.8,92.3,3.879
2016,4,13,17,576.9,83.8,3.879
2016,4,13,18,555.5,80.7,3.879
2016,4,13,19,590.6,85.8,3.879
2016,4,13,20,592.8,86.1,3.879
2016,4,13,21,605.5,88,3.879
2016,4,13,22,565.4,82.2,3.879
2016,4,13,23,520,75.6,3.879
2016,4,13,24,493,71.6,3.879
2016,4,14,1,466.8,67.9,4.302
2016,4,14,2,454,66,4.302
2016,4,14,3,436.5,63.5,4.302
2016,4,14,4,426.7,62,4.302
2016,4,14,5,424.7,61.7,4.302
2016,4,14,6,436,63.4,4.302
2016,4,14,7,522.4,75.9,4.302
2016,4,14,8,623.1,90.5,4.302
2016,4,14,9,674.3,98,4.302
2016,4,14,10,675.2,98.1,4.302
2016,4,14,11,643.7,93.5,4.302
2016,4,14,12,617.9,89.8,4.302
2016,4,14,13,672.2,97.7,4.302
2016,4,14,14,697.2,101.4,4.302
2016,4,14,15,668.5,97.2,4.302
2016,4,14,16,634.8,92.3,4.302
2016,4,14,17,576.9,83.8,4.302
2016,4,14,18,555.5,80.7,4.302
2016,4,14,19,590.6,85.8,4.302
2016,4,14,20,592.8,86.1,4.302
2016,4,14,21,605.5,88,4.302
2016,4,14,22,565.4,82.2,4.302
2016,4,14,23,520,75.6,4.302
2016,4,14,24,493,71.6,4.302
2016,4,15,1,466.8,67.9,4.698
2016,4,15,2,454,66,4.698
2016,4,15,3,436.5,63.5,4.698
2016,4,15,4,426.7,62,4.698
2016,4,15,5,424.7,61.7,4.698
2016,4,15,6,436,63.4,4.698
2016,4,15,7,522.4,75.9,4.698
2016,4,15,8,623.1,90.5,4.698
2016,4,15,9,674.3,98,4.698
2016,4,15,10,675.2,98.1,4.698
2016,4,15,11,643.7,93.5,4.698
2016,4,15,12,617.9,89.8,4.698
2016,4,15,13,672.2,97.7,4.698
2016,4,15,14,697.2,101.4,4.698
2016,4,15,15,668.5,97.2,4.698
2016,4,15,16,634.8,92.3,4.698
2016,4,15,17,576.9,83.8,4.698
2016,4,15,18,555.5,80.7,4.698
2016,4,15,19,590.6,85.8,4.698
2016,4,15,20,592.8,86.1,4.698
2016,4,15,21,605.5,88,4.698
2016,4,15,22,565.4,82.2,4.698
2016,4,15,23,520,75.6,4.698
2016,4,15,24,493,71.6,4.698
2016,4,16,1,420.1,61.1,4.131
2016,4,16,2,408.6,59.4,4.131
2016,4,16,3,392.9,57.1,4.131
2016,4,16,4,384,55.9,4.131
2016,4,16,5,382.2,55.5,4.131
2016,4,16,6,392.3,57,4.131
2016,4,16,7,470.1,68.3,4.131
2016,4,16,8,560.8,81.5,4.131
2016,4,16,9,606.9,88.2,4.131
2016,4,16,10,607.7,88.3,4.131
2016,4,16,11,579.3,84.1,4.131
2016,4,16,12,556,80.8,4.131
2016,4,16,13,605,87.9,4.131
2016,4,16,14,627.5,91.1,4.131
2016,4,16,15,601.7,87.5,4.131
2016,4,16,16,571.3,83,4.131
2016,4,16,17,519.3,75.5,4.131
2016,4,16,18,500,72.7,4.131
2016,4,16,19,531.5,77.3,4.131
2016,4,16,20,533.5,77.6,4.131
2016,4,16,21,545,79.2,4.131
2016,4,16,22,508.9,73.9,4.131
2016,4,16,23,468,68.1,4.131
2016,4,16,24,443.7,64.5,4.131
2016,4,17,1,420.1,61.1,3.339
2016,4,17,2,408.6,59.4,3.339
2016,4,17,3,392.9,57.1,3.339
2016,4,17,4,384,55.9,3.339
2016,4,17,5,382.2,55.5,3.339
2016,4,17,6,392.3,57,3.339
2016,4,17,7,470.1,68.3,3.339
2016,4,17,8,560.8,81.5,3.339
2016,4,17,9,606.9,88.2,3.339
2016,4,17,10,607.7,88.3,3.339
2016,4,17,11,579.3,84.1,3.339
2016,4,17,12,556,80.8,3.339
2016,4,17,13,605,87.9,3.339
2016,4,17,14,627.5,91.1,3.339
2016,4,17,15,601.7,87.5,3.339
2016,4,17,16,571.3,83,3.339
2016,4,17,17,519.3,75.5,3.339
2016,4,17,18,500,72.7,3.339
2016,4,17,19,531.5,77.3,3.339
2016,4,17,20,533.5,77.6,3.339
2016,4,17,21,545,79.2,3.339
2016,4,17,22,508.9,73.9,3.339
2016,4,17,23,468,68.1,3.339
2016,4,17,24,443.7,64.5,3.339
2016,4,18,1,466.8,67.9,3.06
2016,4,18,2,454,66,3.06
2016,4,18,3,436.5,63.5,3.06
2016,4,18,4,426.7,62,3.06
2016,4,18,5,424.7,61.7,3.06
2016,4,18,6,436,63.4,3.06
2016,4,18,7,522.4,75.9,3.06
2016,4,18,8,623.1,90.5,3.06
2016,4,18,9,674.3,98,3.06
2016,4,18,10,675.2,98.1,3.06
2016,4,18,11,643.7,93.5,3.06
2016,4,18,12,617.9,89.8,3.06
2016,4,18,13,672.2,97.7,3.06
2016,4,18,14,697.2,101.4,3.06
2016,4,18,15,668.5,97.2,3.06
2016,4,18,16,634.8,92.3,3.06
2016,4,18,17,576.9,83.8,3.06
2016,4,18,18,555.5,80.7,3.06
2016,4,18,19,590.6,85.8,3.06
2016,4,18,20,592.8,86.1,3.06
2016,4,18,21,605.5,88,3.06
2016,4,18,22,565.4,82.2,3.06
2016,4,18,23,520,75.6,3.06
2016,4,18,24,493,71.6,3.06
2016,4,19,1,466.8,67.9,2.943
2016,4,19,2,454,66,2.943
2016,4,19,3,436.5,63.5,2.943
2016,4,19,4,426.7,62,2.943
2016,4,19,5,424.7,61.7,2.943
2016,4,19,6,436,63.4,2.943
2016,4,19,7,522.4,75.9,2.943
2016,4,19,8,623.1,90.5,2.943
2016,4,19,9,674.3,98,2.943
2016,4,19,10,675.2,98.1,2.943
2016,4,19,11,643.7,93.5,2.943
2016,4,19,12,617.9,89.8,2.943
2016,4,19,13,672.2,97.7,2.943
2016,4,19,14,697.2,101.4,2.943
2016,4,19,15,668.5,97.2,2.943
2016,4,19,16,634.8,92.3,2.943
2016,4,19,17,576.9,83.8,2.943
2016,4,19,18,555.5,80.7,2.943
2016,4,19,19,590.6,85.8,2.943
2016,4,19,20,592.8,86.1,2.943
2016,4,19,21,605.5,88,2.943
2016,4,19,22,565.4,82.2,2.943
2016,4,19,23,520,75.6,2.943
2016,4,19,24,493,71.6,2.943
2016,4,20,1,466.8,67.9,2.835
2016,4,20,2,454,66,2.835
2016,4,20,3,436.5,63.5,2.835
2016,4,20,4,426.7,62,2.835
2016,4,20,5,424.7,61.7,2.835
2016,4,20,6,436,63.4,2.835
2016,4,20,7,522.4,75.9,2.835
2016,4,20,8,623.1,90.5,2.835
2016,4,20,9,674.3,98,2.835
2016,4,20,10,675.2,98.1,2.835
2016,4,20,11,643.7,93.5,2.835
2016,4,20,12,617.9,89.8,2.835
2016,4,20,13,672.2,97.7,2.835
2016,4,20,14,697.2,101.4,2.835
2016,4,20,15,668.5,97.2,2.835
2016,4,20,16,634.8,92.3,2.835
2016,4,20,17,576.9,83.8,2.835
2016,4,20,18,555.5,80.7,2.835
2016,4,20,19,590.6,85.8,2.835
2016,4,20,20,592.8,86.1,2.835
2016,4,20,21,605.5,88,2.835
2016,4,20,22,565.4,82.2,2.835
2016,4,20,23,520,75.6,2.835
2016,4,20,24,493,71.6,2.835
2016,4,21,1,466.8,67.9,2.718
2016,4,21,2,454,66,2.718
2016,4,21,3,436.5,63.5,2.718
2016,4,21,4,426.7,62,2.718
2016,4,21,5,424.7,61.7,2.718
2016,4,21,6,436,63.4,2.718
2016,4,21,7,522.4,75.9,2.718
2016,4,21,8,623.1,90.5,2.718
2016,4,21,9,674.3,98,2.718
2016,4,21,10,675.2,98.1,2.718
2016,4,21,11,643.7,93.5,2.718
2016,4,21,12,617.9,89.8,2.718
2016,4,21,13,672.2,97.7,2.718
2016,4,21,14,697.2,101.4,2.718
2016,4,21,15,668.5,97.2,2.718
2016,4,21,16,634.8,92.3,2.718
2016,4,21,17,576.9,83.8,2.718
2016,4,21,18,555.5,80.7,2.718
2016,4,21,19,590.6,85.8,2.718
2016,4,21,20,592.8,86.1,2.718
2016,4,21,21,605.5,88,2.718
2016,4,21,22,565.4,82.2,2.718
2016,4,21,23,520,75.6,2.718
2016,4,21,24,493,71.6,2.718
2016,4,22,1,466.8,67.9,2.61
2016,4,22,2,454,66,2.61
2016,4,22,3,436.5,63.5,2.61
2016,4,22,4,426.7,62,2.61
2016,4,22,5,424.7,61.7,2.61
2016,4,22,6,436,63.4,2.61
2016,4,22,7,522.4,75.9,2.61
2016,4,22,8,623.1,90.5,2.61
2016,4,22,9,674.3,98,2.61
2016,4,22,10,675.2,98.1,2.61
2016,4,22,11,643.7,93.5,2.61
2016,4,22,12,617.9,89.8,2.61
2016,4,22,13,672.2,97.7,2.61
2016,4,22,14,697.2,101.4,2.61
2016,4,22,15,668.5,97.2,2.61
2016,4,22,16,634.8,92.3,2.61
2016,4,22,17,576.9,83.8,2.61
2016,4,22,18,555.5,80.7,2.61
2016,4,22,19,590.6,85.8,2.61
2016,4,22,20,592.8,86.1,2.61
2016,4,22,21,605.5,88,2.61
2016,4,22,22,565.4,82.2,2.61
2016,4,22,23,520,75.6,2.61
2016,4,22,24,493,71.6,2.61
2016,4,23,1,420.1,61.1,2.52
2016,4,23,2,408.6,59.4,2.52
2016,4,23,3,392.9,57.1,2.52
2016,4,23,4,384,55.9,2.52
2016,4,23,5,382.2,55.5,2.52
2016,4,23,6,392.3,57,2.52
2016,4,23,7,470.1,68.3,2.52
2016,4,23,8,560.8,81.5,2.52
2016,4,23,9,606.9,88.2,2.52
2016,4,23,10,607.7,88.3,2.52
2016,4,23,11,579.3,84.1,2.52
2016,4,23,12,556,80.8,2.52
2016,4,23,13,605,87.9,2.52
2016,4,23,14,627.5,91.1,2.52
2016,4,23,15,601.7,87.5,2.52
2016,4,23,16,571.3,83,2.52
2016,4,23,17,519.3,75.5,2.52
2016,4,23,18,500,72.7,2.52
2016,4,23,19,531.5,77.3,2.52
2016,4,23,20,533.5,77.6,2.52
2016,4,23,21,545,79.2,2.52
2016,4,23,22,508.9,73.9,2.52
2016,4,23,23,468,68.1,2.52
2016,4,23,24,443.7,64.5,2.52
2016,4,24,1,420.1,61.1,2.367
2016,4,24,2,408.6,59.4,2.367
2016,4,24,3,392.9,57.1,2.367
2016,4,24,4,384,55.9,2.367
2016,4,24,5,382.2,55.5,2.367
2016,4,24,6,392.3,57,2.367
2016,4,24,7,470.1,68.3,2.367
2016,4,24,8,560.8,81.5,2.367
2016,4,24,9,606.9,88.2,2.367
2016,4,24,10,607.7,88.3,2.367
2016,4,24,11,579.3,84.1,2.367
2016,4,24,12,556,80.8,2.367
2016,4,24,13,605,87.9,2.367
2016,4,24,14,627.5,91.1,2.367
2016,4,24,15,601.7,87.5,2.367
2016,4,24,16,571.3,83,2.367
2016,4,24,17,519.3,75.5,2.367
2016,4,24,18,500,72.7,2.367
2016,4,24,19,531.5,77.3,2.367
2016,4,24,20,533.5,77.6,2.367
2016,4,24,21,545,79.2,2.367
2016,4,24,22,508.9,73.9,2.367
2016,4,24,23,468,68.1,2.367
2016,4,24,24,443.7,64.5,2.367
2016,4,25,1,466.8,67.9,2.214
2016,4,25,2,454,66,2.214
2016,4,25,3,436.5,63.5,2.214
2016,4,25,4,426.7,62,2.214
2016,4,25,5,424.7,61.7,2.214
2016,4,25,6,436,63.4,2.214
2016,4,25,7,522.4,75.9,2.214
2016,4,25,8,623.1,90.5,2.214
2016,4,25,9,674.3,98,2.214
2016,4,25,10,675.2,98.1,2.214
2016,4,25,11,643.7,93.5,2.214
2016,4,25,12,617.9,89.8,2.214
2016,4,25,13,672.2,97.7,2.214
2016,4,25,14,697.2,101.4,2.214
2016,4,25,15,668.5,97.2,2.214
2016,4,25,16,634.8,92.3,2.214
2016,4,25,17,576.9,83.8,2.214
2016,4,25,18,555.5,80.7,2.214
2016,4,25,19,590.6,85.8,2.214
2016,4,25,20,592.8,86.1,2.214
2016,4,25,21,605.5,88,2.214
2016,4,25,22,565.4,82.2,2.214
2016,4,25,23,520,75.6,2.214
2016,4,25,24,493,71.6,2.214
2016,4,26,1,466.8,67.9,2.475
2016,4,26,2,454,66,2.475
2016,4,26,3,436.5,63.5,2.475
2016,4,26,4,426.7,62,2.475
2016,4,26,5,424.7,61.7,2.475
2016,4,26,6,436,63.4,2.475
2016,4,26,7,522.4,75.9,2.475
2016,4,26,8,623.1,90.5,2.475
2016,4,26,9,674.3,98,2.475
2016,4,26,10,675.2,98.1,2.475
2016,4,26,11,643.7,93.5,2.475
2016,4,26,12,617.9,89.8,2.475
2016,4,26,13,672.2,97.7,2.475
2016,4,26,14,697.2,101.4,2.475
2016,4,26,15,668.5,97.2,2.475
2016,4,26,16,634.8,92.3,2.475
2016,4,26,17,576.9,83.8,2.475
2016,4,26,18,555.5,80.7,2.475
2016,4,26,19,590.6,85.8,2.475
2016,4,26,20,592.8,86.1,2.475
2016,4,26,21,605.5,88,2.475
2016,4,26,22,565.4,82.2,2.475
2016,4,26,23,520,75.6,2.475
2016,4,26,24,493,71.6,2.475
2016,4,27,1,466.8,67.9,2.808
2016,4,27,2,454,66,2.808
2016,4,27,3,436.5,63.5,2.808
2016,4,27,4,426.7,62,2.808
2016,4,27,5,424.7,61.7,2.808
2016,4,27,6,436,63.4,2.808
2016,4,27,7,522.4,75.9,2.808
2016,4,27,8,623.1,90.5,2.808
2016,4,27,9,674.3,98,2.808
2016,4,27,10,675.2,98.1,2.808
2016,4,27,11,643.7,93.5,2.808
2016,4,27,12,617.9,89.8,2.808
2016,4,27,13,672.2,97.7,2.808
2016,4,27,14,697.2,101.4,2.808
2016,4,27,15,668.5,97.2,2.808
2016,4,27,16,634.8,92.3,2.808
2016,4,27,17,576.9,83.8,2.808
2016,4,27,18,555.5,80.7,2.808
2016,4,27,19,590.6,85.8,2.808
2016,4,27,20,592.8,86.1,2.808
2016,4,27,21,605.5,88,2.808
2016,4,27,22,565.4,82.2,2.808
2016,4,27,23,520,75.6,2.808
2016,4,27,24,493,71.6,2.808
2016,4,28,1,466.8,67.9,2.628
2016,4,28,2,454,66,2.628
2016,4,28,3,436.5,63.5,2.628
2016,4,28,4,426.7,62,2.628
2016,4,28,5,424.7,61.7,2.628
2016,4,28,6,436,63.4,2.628
2016,4,28,7,522.4,75.9,2.628
2016,4,28,8,623.1,90.5,2.628
2016,4,28,9,674.3,98,2.628
2016,4,28,10,675.2,98.1,2.628
2016,4,28,11,643.7,93.5,2.628
2016,4,28,12,617.9,89.8,2.628
2016,4,28,13,672.2,97.7,2.628
2016,4,28,14,697.2,101.4,2.628
2016,4,28,15,668.5,97.2,2.628
2016,4,28,16,634.8,92.3,2.628
2016,4,28,17,576.9,83.8,2.628
2016,4,28,18,555.5,80.7,2.628
2016,4,28,19,590.6,85.8,2.628
2016,4,28,20,592.8,86.1,2.628
2016,4,28,21,605.5,88,2.628
2016,4,28,22,565.4,82.2,2.628
2016,4,28,23,520,75.6,2.628
2016,4,28,24,493,71.6,2.628
2016,4,29,1,466.8,67.9,1.818
2016,4,29,2,454,66,1.818
2016,4,29,3,436.5,63.5,1.818
2016,4,29,4,426.7,62,1.818
2016,4,29,5,424.7,61.7,1.818
2016,4,29,6,436,63.4,1.818
2016,4,29,7,522.4,75.9,1.818
2016,4,29,8,623.1,90.5,1.818
2016,4,29,9,674.3,98,1.818
2016,4,29,10,675.2,98.1,1.818
2016,4,29,11,643.7,93.5,1.818
2016,4,29,12,617.9,89.8,1.818
2016,4,29,13,672.2,97.7,1.818
2016,4,29,14,697.2,101.4,1.818
2016,4,29,15,668.5,97.2,1.818
2016,4,29,16,634.8,92.3,1.818
2016,4,29,17,576.9,83.8,1.818
2016,4,29,18,555.5,80.7,1.818
2016,4,29,19,590.6,85.8,1.818
2016,4,29,20,592.8,86.1,1.818
2016,4,29,21,605.5,88,1.818
2016,4,29,22,565.4,82.2,1.818
2016,4,29,23,520,75.6,1.818
2016,4,29,24,493,71.6,1.818
2016,4,30,1,420.1,61.1,1.899
2016,4,30,2,408.6,59.4,1.899
2016,4,30,3,392.9,57.1,1.899
2016,4,30,4,384,55.9,1.899
2016,4,30,5,382.2,55.5,1.899
2016,4,30,6,392.3,57,1.899
2016,4,30,7,470.1,68.3,1.899
2016,4,30,8,560.8,81.5,1.899
2016,4,30,9,606.9,88.2,1.899
2016,4,30,10,607.7,88.3,1.899
2016,4,30,11,579.3,84.1,1.899
2016,4,30,12,556,80.8,1.899
2016,4,30,13,605,87.9,1.899
2016,4,30,14,627.5,91.1,1.899
2016,4,30,15,601.7,87.5,1.899
2016,4,30,16,571.3,83,1.899
2016,4,30,17,519.3,75.5,1.899
2016,4,30,18,500,72.7,1.899
2016,4,30,19,531.5,77.3,1.899
2016,4,30,20,533.5,77.6,1.899
2016,4,30,21,545,79.2,1.899
2016,4,30,22,508.9,73.9,1.899
2016,4,30,23,468,68.1,1.899
2016,4,30,24,443.7,64.5,1.899
2016,5,1,1,423.2,61.5,2.088
2016,5,1,2,411.6,59.8,2.088
2016,5,1,3,395.7,57.5,2.088
2016,5,1,4,386.8,56.2,2.088
2016,5,1,5,385,56,2.088
2016,5,1,6,395.3,57.4,2.088
2016,5,1,7,473.6,68.8,2.088
2016,5,1,8,564.9,82.1,2.088
2016,5,1,9,611.4,88.8,2.088
2016,5,1,10,612.1,89,2.088
2016,5,1,11,583.6,84.8,2.088
2016,5,1,12,560.1,81.4,2.088
2016,5,1,13,609.5,88.5,2.088
2016,5,1,14,632.1,91.9,2.088
2016,5,1,15,606.1,88.1,2.088
2016,5,1,16,575.5,83.6,2.088
2016,5,1,17,523.1,76,2.088
2016,5,1,18,503.6,73.2,2.088
2016,5,1,19,535.5,77.8,2.088
2016,5,1,20,537.4,78.1,2.088
2016,5,1,21,548.9,79.8,2.088
2016,5,1,22,512.6,74.5,2.088
2016,5,1,23,471.5,68.5,2.088
2016,5,1,24,446.9,64.9,2.088
2016,5,2,1,470.2,68.4,2.079
2016,5,2,2,457.4,66.5,2.079
2016,5,2,3,439.7,63.9,2.079
2016,5,2,4,429.8,62.4,2.079
2016,5,2,5,427.8,62.2,2.079
2016,5,2,6,439.1,63.8,2.079
2016,5,2,7,526.2,76.5,2.079
2016,5,2,8,627.7,91.2,2.079
2016,5,2,9,679.3,98.8,2.079
2016,5,2,10,680.2,98.9,2.079
2016,5,2,11,648.4,94.3,2.079
2016,5,2,12,622.3,90.4,2.079
2016,5,2,13,677.2,98.5,2.079
2016,5,2,14,702.3,102.1,2.079
2016,5,2,15,673.4,97.8,2.079
2016,5,2,16,639.5,92.9,2.079
2016,5,2,17,581.2,84.5,2.079
2016,5,2,18,559.6,81.3,2.079
2016,5,2,19,594.9,86.4,2.079
2016,5,2,20,597.1,86.8,2.079
2016,5,2,21,609.9,88.6,2.079
2016,5,2,22,569.5,82.8,2.079
2016,5,2,23,523.9,76.1,2.079
2016,5,2,24,496.6,72.1,2.079
2016,5,3,1,470.2,68.4,2.376
2016,5,3,2,457.4,66.5,2.376
2016,5,3,3,439.7,63.9,2.376
2016,5,3,4,429.8,62.4,2.376
2016,5,3,5,427.8,62.2,2.376
2016,5,3,6,439.1,63.8,2.376
2016,5,3,7,526.2,76.5,2.376
2016,5,3,8,627.7,91.2,2.376
