bus7,bus8,bus9,bus18,bus19
72.4793,33.3405,72.4793,72.4793,16.6702
72.1529,33.1903,72.1529,72.1529,16.5952
82.7883,38.0826,82.7883,82.7883,19.0413
84.3362,38.7947,84.3362,84.3362,19.3973
85.073,39.1336,85.073,85.073,19.5668
83.5348,38.426,83.5348,83.5348,19.213
80.9559,37.2397,80.9559,80.9559,18.6199
75.8532,34.8925,75.8532,75.8532,17.4462
72.5278,33.3628,72.5278,72.5278,16.6814
69.2929,31.8747,69.2929,69.2929,15.9374
67.0695,30.852,67.0695,67.0695,15.426
65.9449,30.3347,65.9449,65.9449,15.1673
64.914,29.8605,64.914,64.914,14.9302
65.6864,30.2157,65.6864,65.6864,15.1079
60.1118,27.6514,60.1118,60.1118,13.8257
59.9405,27.5726,59.9405,59.9405,13.7863
62.1801,28.6028,62.1801,62.1801,14.3014
64.5101,29.6746,64.5101,64.5101,14.8373
63.9898,29.4353,63.9898,63.9898,14.7177
62.5388,28.7678,62.5388,62.5388,14.3839
63.1269,29.0384,63.1269,63.1269,14.5192
65.6767,30.2113,65.6767,65.6767,15.1056
66.1065,30.409,66.1065,66.1065,15.2045
66.2487,30.4744,66.2487,66.2487,15.2372
67.1245,30.8773,67.1245,67.1245,15.4386
68.8728,31.6815,68.8728,68.8728,15.8407
80.0187,36.8086,80.0187,80.0187,18.4043
79.8766,36.7432,79.8766,79.8766,18.3716
80.4195,36.993,80.4195,80.4195,18.4965
78.7196,36.211,78.7196,78.7196,18.1055
75.7336,34.8374,75.7336,75.7336,17.4187
70.9604,32.6418,70.9604,70.9604,16.3209
67.6706,31.1285,67.6706,67.6706,15.5642
65.2275,30.0047,65.2275,65.2275,15.0023
63.1593,29.0533,63.1593,63.1593,14.5266
62.6487,28.8184,62.6487,62.6487,14.4092
62.3449,28.6786,62.3449,62.3449,14.3393
63.56,29.2376,63.56,63.56,14.6188
58.7675,27.033,58.7675,58.7675,13.5165
60.8519,27.9919,60.8519,60.8519,13.9959
65.5539,30.1548,65.5539,65.5539,15.0774
68.9342,31.7097,68.9342,68.9342,15.8549
70.6114,32.4813,70.6114,70.6114,16.2406
69.1604,31.8138,69.1604,69.1604,15.9069
70.4111,32.3891,70.4111,70.4111,16.1945
74.5411,34.2889,74.5411,74.5411,17.1445
75.5235,34.7408,75.5235,75.5235,17.3704
75.0259,34.5119,75.0259,75.0259,17.2559
72.9641,33.5635,72.9641,72.9641,16.7817
72.8219,33.4981,72.8219,72.8219,16.749
83.3506,38.3413,83.3506,83.3506,19.1706
84.5527,38.8943,84.5527,84.5527,19.4471
86.2784,39.6881,86.2784,86.2784,19.844
82.6267,38.0083,82.6267,82.6267,19.0041
82.8044,38.09,82.8044,82.8044,19.045
79.2011,36.4325,79.2011,79.2011,18.2163
74.0434,34.06,74.0434,74.0434,17.03
70.7439,32.5422,70.7439,70.7439,16.2711
68.3751,31.4526,68.3751,68.3751,15.7263
67.1148,30.8728,67.1148,67.1148,15.4364
67.2247,30.9233,67.2247,67.2247,15.4617
68.9051,31.6964,68.9051,68.9051,15.8482
63.2982,29.1172,63.2982,63.2982,14.5586
66.0451,30.3808,66.0451,66.0451,15.1904
72.7378,33.4594,72.7378,72.7378,16.7297
76.4963,35.1883,76.4963,76.4963,17.5941
78.5225,36.1203,78.5225,78.5225,18.0602
77.1232,35.4767,77.1232,77.1232,17.7383
78.7584,36.2289,78.7584,78.7584,18.1144
83.6156,38.4632,83.6156,83.6156,19.2316
84.2457,38.753,84.2457,84.2457,19.3765
83.3053,38.3204,83.3053,83.3053,19.1602
77.5627,35.6788,77.5627,77.5627,17.8394
76.3056,35.1006,76.3056,76.3056,17.5503
85.7678,39.4532,85.7678,85.7678,19.7266
86.8149,39.9349,86.8149,86.8149,19.9674
86.9959,40.0181,86.9959,86.9959,20.009
84.905,39.0563,84.905,84.905,19.5281
85.1571,39.1722,85.1571,85.1571,19.5861
80.7362,37.1386,80.7362,80.7362,18.5693
76.0858,34.9995,76.0858,76.0858,17.4997
73.0287,33.5932,73.0287,73.0287,16.7966
70.4886,32.4248,70.4886,70.4886,16.2124
69.5676,32.0011,69.5676,69.5676,16.0005
69.4254,31.9357,69.4254,69.4254,15.9678
70.6437,32.4961,70.6437,70.6437,16.2481
65.2986,30.0374,65.2986,65.2986,15.0187
67.4509,31.0274,67.4509,67.4509,15.5137
73.3454,33.7389,73.3454,73.3454,16.8694
77.1103,35.4707,77.1103,77.1103,17.7354
78.6259,36.1679,78.6259,78.6259,18.084
77.2848,35.551,77.2848,77.2848,17.7755
78.962,36.3225,78.962,78.962,18.1613
84.9535,39.0786,84.9535,84.9535,19.5393
84.8501,39.031,84.8501,84.8501,19.5155
81.431,37.4582,81.431,81.431,18.7291
77.9796,35.8706,77.9796,77.9796,17.9353
75.5623,34.7587,75.5623,75.5623,17.3793
86.175,39.6405,86.175,86.175,19.8203
87.3934,40.2009,87.3934,87.3934,20.1005
88.0268,40.4923,88.0268,88.0268,20.2462
86.0231,39.5706,86.0231,86.0231,19.7853
85.5061,39.3328,85.5061,85.5061,19.6664
80.7329,37.1372,80.7329,80.7329,18.5686
77.1814,35.5034,77.1814,77.1814,17.7517
73.7784,33.9381,73.7784,73.7784,16.969
71.7134,32.9882,71.7134,71.7134,16.4941
70.7601,32.5496,70.7601,70.7601,16.2748
70.1525,32.2702,70.1525,70.1525,16.1351
70.9637,32.6433,70.9637,70.9637,16.3216
65.3794,30.0745,65.3794,65.3794,15.0373
67.5123,31.0556,67.5123,67.5123,15.5278
74.2309,34.1462,74.2309,74.2309,17.0731
77.1684,35.4975,77.1684,77.1684,17.7487
78.9878,36.3344,78.9878,78.9878,18.1672
77.204,35.5138,77.204,77.204,17.7569
79.3983,36.5232,79.3983,79.3983,18.2616
84.3459,38.7991,84.3459,84.3459,19.3996
85.3413,39.257,85.3413,85.3413,19.6285
83.4604,38.3918,83.4604,83.4604,19.1959
78.4029,36.0653,78.4029,78.4029,18.0327
76.6126,35.2418,76.6126,76.6126,17.6209
87.4063,40.2069,87.4063,87.4063,20.1034
88.518,40.7183,88.518,88.518,20.3591
88.9575,40.9204,88.9575,88.9575,20.4602
86.1556,39.6316,86.1556,86.1556,19.8158
86.0264,39.5721,86.0264,86.0264,19.7861
80.8945,37.2115,80.8945,80.8945,18.6057
77.6144,35.7026,77.6144,77.6144,17.8513
74.1662,34.1165,74.1662,74.1662,17.0582
71.471,32.8767,71.471,71.471,16.4383
70.3335,32.3534,70.3335,70.3335,16.1767
69.7874,32.1022,69.7874,69.7874,16.0511
71.1511,32.7295,71.1511,71.1511,16.3648
65.1726,29.9794,65.1726,65.1726,14.9897
67.4509,31.0274,67.4509,67.4509,15.5137
73.856,33.9738,73.856,73.856,16.9869
77.1426,35.4856,77.1426,77.1426,17.7428
79.269,36.4637,79.269,79.269,18.2319
77.6758,35.7309,77.6758,77.6758,17.8654
78.293,36.0148,78.293,78.293,18.0074
84.0098,38.6445,84.0098,84.0098,19.3223
84.2716,38.7649,84.2716,84.2716,19.3825
82.394,37.9012,82.394,82.394,18.9506
76.7257,35.2938,76.7257,76.7257,17.6469
76.0115,34.9653,76.0115,76.0115,17.4826
85.2443,39.2124,85.2443,85.2443,19.6062
86.3851,39.7371,86.3851,86.3851,19.8686
86.8052,39.9304,86.8052,86.8052,19.9652
85.5901,39.3714,85.5901,85.5901,19.6857
85.4673,39.315,85.4673,85.4673,19.6575
80.9333,37.2293,80.9333,80.9333,18.6147
77.1684,35.4975,77.1684,77.1684,17.7487
73.6492,33.8786,73.6492,73.6492,16.9393
70.8603,32.5957,70.8603,70.8603,16.2979
68.6757,31.5908,68.6757,68.6757,15.7954
69.1766,31.8212,69.1766,69.1766,15.9106
71.3838,32.8365,71.3838,71.3838,16.4183
65.4052,30.0864,65.4052,65.4052,15.0432
64.6717,29.749,64.6717,64.6717,14.8745
70.3464,32.3594,70.3464,70.3464,16.1797
73.3131,33.724,73.3131,73.3131,16.862
75.6043,34.778,75.6043,75.6043,17.389
74.4183,34.2324,74.4183,74.4183,17.1162
75.6819,34.8137,75.6819,75.6819,17.4068
78.571,36.1426,78.571,78.571,18.0713
77.8245,35.7993,77.8245,77.8245,17.8996
75.2779,34.6278,75.2779,75.2779,17.3139
70.382,32.3757,70.382,70.382,16.1879
71.1511,32.7295,71.1511,71.1511,16.3648
80.5423,37.0494,80.5423,80.5423,18.5247
80.009,36.8042,80.009,80.009,18.4021
79.1107,36.3909,79.1107,79.1107,18.1954
76.8808,35.3652,76.8808,76.8808,17.6826
74.5088,34.274,74.5088,74.5088,17.137
71.2448,32.7726,71.2448,71.2448,16.3863
67.4412,31.0229,67.4412,67.4412,15.5115
64.7977,29.8069,64.7977,64.7977,14.9035
62.8361,28.9046,62.8361,62.8361,14.4523
61.259,28.1792,61.259,61.259,14.0896
61.6404,28.3546,61.6404,61.6404,14.1773
64.2354,29.5483,64.2354,64.2354,14.7741
59.1197,27.1951,59.1197,59.1197,13.5975
60.0892,27.641,60.0892,60.0892,13.8205
62.7456,28.863,62.7456,62.7456,14.4315
67.1471,30.8877,67.1471,67.1471,15.4438
68.6013,31.5566,68.6013,68.6013,15.7783
69.0635,31.7692,69.0635,69.0635,15.8846
70.0685,32.2315,70.0685,70.0685,16.1158
72.3888,33.2989,72.3888,72.3888,16.6494
72.6506,33.4193,72.6506,72.6506,16.7096
72.628,33.4089,72.628,72.628,16.7044
70.7956,32.566,70.7956,70.7956,16.283
71.1382,32.7236,71.1382,71.1382,16.3618
82.2163,37.8195,82.2163,82.2163,18.9097
82.1225,37.7764,82.1225,82.1225,18.8882
82.087,37.76,82.087,82.087,18.88
79.938,36.7715,79.938,79.938,18.3857
76.6352,35.2522,76.6352,76.6352,17.6261
72.4567,33.3301,72.4567,72.4567,16.665
68.569,31.5418,68.569,68.569,15.7709
66.0257,30.3718,66.0257,66.0257,15.1859
63.7248,29.3134,63.7248,63.7248,14.6567
62.5,28.75,62.5,62.5,14.375
63.0558,29.0057,63.0558,63.0558,14.5028
65.667,30.2068,65.667,65.667,15.1034
61.1718,28.139,61.1718,61.1718,14.0695
63.4178,29.1722,63.4178,63.4178,14.5861
68.6854,31.5953,68.6854,68.6854,15.7976
73.0222,33.5902,73.0222,73.0222,16.7951
75.5494,34.7527,75.5494,75.5494,17.3764
73.5458,33.831,73.5458,73.5458,16.9155
74.9031,34.4554,74.9031,74.9031,17.2277
78.9814,36.3314,78.9814,78.9814,18.1657
78.6324,36.1709,78.6324,78.6324,18.0854
76.3767,35.1333,76.3767,76.3767,17.5666
71.8944,33.0714,71.8944,71.8944,16.5357
70.6987,32.5214,70.6987,70.6987,16.2607
81.8091,37.6322,81.8091,81.8091,18.8161
81.6119,37.5415,81.6119,81.6119,18.7707
81.0302,37.2739,81.0302,81.0302,18.637
78.0991,35.9256,78.0991,78.0991,17.9628
78.1218,35.936,78.1218,78.1218,17.968
74.2987,34.1774,74.2987,74.2987,17.0887
71.8653,33.058,71.8653,71.8653,16.529
68.8114,31.6532,68.8114,68.8114,15.8266
66.2713,30.4848,66.2713,66.2713,15.2424
65.179,29.9824,65.179,65.179,14.9912
65.6929,30.2187,65.6929,65.6929,15.1094
68.1457,31.347,68.1457,68.1457,15.6735
63.0332,28.9953,63.0332,63.0332,14.4976
66.1744,30.4402,66.1744,66.1744,15.2201
72.1238,33.177,72.1238,72.1238,16.5885
75.669,34.8077,75.669,75.669,17.4039
77.6467,35.7175,77.6467,77.6467,17.8587
75.3587,34.665,75.3587,75.3587,17.3325
77.4011,35.6045,77.4011,77.4011,17.8023
82.2874,37.8522,82.2874,82.2874,18.9261
82.9531,38.1584,82.9531,82.9531,19.0792
81.3987,37.4434,81.3987,81.3987,18.7217
75.6722,34.8092,75.6722,75.6722,17.4046
74.1404,34.1046,74.1404,74.1404,17.0523
86.3948,39.7416,86.3948,86.3948,19.8708
87.0411,40.0389,87.0411,87.0411,20.0195
87.1768,40.1013,87.1768,87.1768,20.0507
84.4235,38.8348,84.4235,84.4235,19.4174
83.4281,38.3769,83.4281,83.4281,19.1885
78.7487,36.2244,78.7487,78.7487,18.1122
75.0711,34.5327,75.0711,75.0711,17.2664
71.8136,33.0343,71.8136,71.8136,16.5171
68.7338,31.6176,68.7338,68.7338,15.8088
67.8419,31.2073,67.8419,67.8419,15.6036
68.039,31.298,68.039,68.039,15.649
70.201,32.2925,70.201,70.201,16.1462
64.6038,29.7177,64.6038,64.6038,14.8589
66.546,30.6112,66.546,66.546,15.3056
73.1741,33.6601,73.1741,73.1741,16.83
76.3896,35.1392,76.3896,76.3896,17.5696
78.4449,36.0847,78.4449,78.4449,18.0423
76.0277,34.9727,76.0277,76.0277,17.4864
77.1555,35.4915,77.1555,77.1555,17.7458
82.6396,38.0142,82.6396,82.6396,19.0071
82.8529,38.1123,82.8529,82.8529,19.0562
81.0755,37.2947,81.0755,81.0755,18.6474
75.4686,34.7156,75.4686,75.4686,17.3578
72.9124,33.5397,72.9124,72.9124,16.7698
86.3011,39.6985,86.3011,86.3011,19.8492
86.0587,39.587,86.0587,86.0587,19.7935
86.2073,39.6554,86.2073,86.2073,19.8277
83.8967,38.5925,83.8967,83.8967,19.2962
83.7028,38.5033,83.7028,83.7028,19.2516
79.6665,36.6466,79.6665,79.6665,18.3233
75.9663,34.9445,75.9663,75.9663,17.4722
72.3533,33.2825,72.3533,72.3533,16.6413
69.81,32.1126,69.81,69.81,16.0563
67.9776,31.2697,67.9776,67.9776,15.6349
68.1748,31.3604,68.1748,68.1748,15.6802
70.6761,32.511,70.6761,70.6761,16.2555
65.0078,29.9036,65.0078,65.0078,14.9518
67.3281,30.9709,67.3281,67.3281,15.4855
73.0739,33.614,73.0739,73.0739,16.807
76.6837,35.2745,76.6837,76.6837,17.6372
78.1379,35.9434,78.1379,78.1379,17.9717
76.3573,35.1244,76.3573,76.3573,17.5622
77.8018,35.7888,77.8018,77.8018,17.8944
81.99,37.7154,81.99,81.99,18.8577
82.31,37.8626,82.31,82.31,18.9313
80.552,37.0539,80.552,80.552,18.527
74.5702,34.3023,74.5702,74.5702,17.1511
73.5555,33.8355,73.5555,73.5555,16.9178
86.3463,39.7193,86.3463,86.3463,19.8596
86.6339,39.8516,86.6339,86.6339,19.9258
86.3948,39.7416,86.3948,86.3948,19.8708
83.5348,38.426,83.5348,83.5348,19.213
82.8432,38.1079,82.8432,82.8432,19.0539
78.1056,35.9286,78.1056,78.1056,17.9643
75.0388,34.5178,75.0388,75.0388,17.2589
71.3418,32.8172,71.3418,71.3418,16.4086
68.9536,31.7187,68.9536,68.9536,15.8593
67.1859,30.9055,67.1859,67.1859,15.4528
67.2699,30.9442,67.2699,67.2699,15.4721
69.9877,32.1944,69.9877,69.9877,16.0972
63.7894,29.3431,63.7894,63.7894,14.6716
66.1324,30.4209,66.1324,66.1324,15.2104
72.6021,33.397,72.6021,72.6021,16.6985
76.3185,35.1065,76.3185,76.3185,17.5533
78.5387,36.1278,78.5387,78.5387,18.0639
77.2654,35.5421,77.2654,77.2654,17.771
77.8018,35.7888,77.8018,77.8018,17.8944
83.0048,38.1822,83.0048,83.0048,19.0911
83.2472,38.2937,83.2472,83.2472,19.1468
81.6992,37.5816,81.6992,81.6992,18.7908
75.8499,34.891,75.8499,75.8499,17.4455
73.6912,33.8979,73.6912,73.6912,16.949
86.0522,39.584,86.0522,86.0522,19.792
85.7,39.422,85.7,85.7,19.711
84.7725,38.9953,84.7725,84.7725,19.4977
82.4166,37.9116,82.4166,82.4166,18.9558
83.3183,38.3264,83.3183,83.3183,19.1632
78.4837,36.1025,78.4837,78.4837,18.0513
75.1487,34.5684,75.1487,75.1487,17.2842
71.6973,32.9807,71.6973,71.6973,16.4904
69.2671,31.8628,69.2671,69.2671,15.9314
67.8451,31.2088,67.8451,67.8451,15.6044
68.2071,31.3753,68.2071,68.2071,15.6876
70.4595,32.4114,70.4595,70.4595,16.2057
64.6103,29.7207,64.6103,64.6103,14.8604
66.2713,30.4848,66.2713,66.2713,15.2424
72.3824,33.2959,72.3824,72.3824,16.6479
76.2248,35.0634,76.2248,76.2248,17.5317
77.679,35.7324,77.679,77.679,17.8662
76.4025,35.1452,76.4025,76.4025,17.5726
76.9907,35.4157,76.9907,76.9907,17.7079
80.6166,37.0836,80.6166,80.6166,18.5418
80.8234,37.1788,80.8234,80.8234,18.5894
79.1914,36.4281,79.1914,79.1914,18.214
75.1616,34.5743,75.1616,75.1616,17.2872
74.8513,34.4316,74.8513,74.8513,17.2158
86.1362,39.6227,86.1362,86.1362,19.8113
85.3736,39.2718,85.3736,85.3736,19.6359
84.7272,38.9745,84.7272,84.7272,19.4873
82.4619,37.9325,82.4619,82.4619,18.9662
79.8184,36.7165,79.8184,79.8184,18.3582
75.9178,34.9222,75.9178,75.9178,17.4611
72.0721,33.1532,72.0721,72.0721,16.5766
69.7938,32.1052,69.7938,69.7938,16.0526
66.95,30.797,66.95,66.95,15.3985
65.4246,30.0953,65.4246,65.4246,15.0477
65.7769,30.2574,65.7769,65.7769,15.1287
67.7482,31.1642,67.7482,67.7482,15.5821
61.6824,28.3739,61.6824,61.6824,14.187
61.2881,28.1925,61.2881,61.2881,14.0963
66.3101,30.5026,66.3101,66.3101,15.2513
69.6128,32.0219,69.6128,69.6128,16.011
70.5953,32.4738,70.5953,70.5953,16.2369
70.6599,32.5036,70.6599,70.6599,16.2518
71.4775,32.8797,71.4775,71.4775,16.4398
73.8431,33.9678,73.8431,73.8431,16.9839
73.3809,33.7552,73.3809,73.3809,16.8776
72.8768,33.5233,72.8768,72.8768,16.7617
70.5726,32.4634,70.5726,70.5726,16.2317
71.9493,33.0967,71.9493,71.9493,16.5483
82.7592,38.0692,82.7592,82.7592,19.0346
83.357,38.3442,83.357,83.357,19.1721
82.6267,38.0083,82.6267,82.6267,19.0041
80.4356,37.0004,80.4356,80.4356,18.5002
78.0733,35.9137,78.0733,78.0733,17.9569
73.3066,33.721,73.3066,73.3066,16.8605
69.8908,32.1498,69.8908,69.8908,16.0749
67.0437,30.8401,67.0437,67.0437,15.42
65.2986,30.0374,65.2986,65.2986,15.0187
63.7345,29.3179,63.7345,63.7345,14.6589
63.77,29.3342,63.77,63.77,14.6671
65.6702,30.2083,65.6702,65.6702,15.1042
59.1488,27.2084,59.1488,59.1488,13.6042
59.4299,27.3378,59.4299,59.4299,13.6689
64.6781,29.7519,64.6781,64.6781,14.876
68.0487,31.3024,68.0487,68.0487,15.6512
69.2251,31.8435,69.2251,69.2251,15.9218
68.6757,31.5908,68.6757,68.6757,15.7954
69.6872,32.0561,69.6872,69.6872,16.0281
72.001,33.1205,72.001,72.001,16.5602
71.6973,32.9807,71.6973,71.6973,16.4904
71.1026,32.7072,71.1026,71.1026,16.3536
67.7934,31.185,67.7934,67.7934,15.5925
68.4301,31.4778,68.4301,68.4301,15.7389
82.0191,37.7288,82.0191,82.0191,18.8644
83.2989,38.3175,83.2989,83.2989,19.1587
83.2181,38.2803,83.2181,83.2181,19.1402
81.4471,37.4657,81.4471,81.4471,18.7328
78.5451,36.1308,78.5451,78.5451,18.0654
74.3828,34.2161,74.3828,74.3828,17.108
70.9701,32.6463,70.9701,70.9701,16.3231
67.7676,31.1731,67.7676,67.7676,15.5865
65.3342,30.0537,65.3342,65.3342,15.0269
64.2128,29.5379,64.2128,64.2128,14.7689
65.0078,29.9036,65.0078,65.0078,14.9518
67.4929,31.0467,67.4929,67.4929,15.5234
62.2673,28.643,62.2673,62.2673,14.3215
64.6006,29.7163,64.6006,64.6006,14.8581
70.9023,32.615,70.9023,70.9023,16.3075
74.4926,34.2666,74.4926,74.4926,17.1333
75.9792,34.9504,75.9792,75.9792,17.4752
71.5906,32.9317,71.5906,71.5906,16.4658
70.508,32.4337,70.508,70.508,16.2168
74.2179,34.1403,74.2179,74.2179,17.0701
74.079,34.0763,74.079,74.079,17.0382
72.5181,33.3583,72.5181,72.5181,16.6792
68.5302,31.5239,68.5302,68.5302,15.762
68.9277,31.7068,68.9277,68.9277,15.8534
79.227,36.4444,79.227,79.227,18.2222
77.721,35.7517,77.721,77.721,17.8758
76.6158,35.2433,76.6158,76.6158,17.6216
74.024,34.0511,74.024,74.024,17.0255
74.3214,34.1878,74.3214,74.3214,17.0939
70.1913,32.288,70.1913,70.1913,16.144
67.7676,31.1731,67.7676,67.7676,15.5865
65.3212,30.0478,65.3212,65.3212,15.0239
63.0138,28.9864,63.0138,63.0138,14.4932
62.4224,28.7143,62.4224,62.4224,14.3572
63.5309,29.2242,63.5309,63.5309,14.6121
66.6107,30.6409,66.6107,66.6107,15.3204
62.1445,28.5865,62.1445,62.1445,14.2932
64.7266,29.7742,64.7266,64.7266,14.8871
70.4822,32.4218,70.4822,70.4822,16.2109
73.9562,34.0198,73.9562,73.9562,17.0099
75.9824,34.9519,75.9824,75.9824,17.476
74.1792,34.1224,74.1792,74.1792,17.0612
74.777,34.3974,74.777,74.777,17.1987
79.6665,36.6466,79.6665,79.6665,18.3233
80.3775,36.9736,80.3775,80.3775,18.4868
78.7002,36.2021,78.7002,78.7002,18.1011
71.8298,33.0417,71.8298,71.8298,16.5208
70.9928,32.6567,70.9928,70.9928,16.3283
83.4023,38.365,83.4023,83.4023,19.1825
83.6123,38.4617,83.6123,83.6123,19.2308
82.9337,38.1495,82.9337,82.9337,19.0747
80.4033,36.9855,80.4033,80.4033,18.4928
79.7634,36.6912,79.7634,79.7634,18.3456
74.9321,34.4688,74.9321,74.9321,17.2344
72.2208,33.2216,72.2208,72.2208,16.6108
68.9471,31.7157,68.9471,68.9471,15.8578
66.588,30.6305,66.588,66.588,15.3152
65.3115,30.0433,65.3115,65.3115,15.0217
65.9772,30.3495,65.9772,65.9772,15.1748
67.8613,31.2162,67.8613,67.8613,15.6081
62.3772,28.6935,62.3772,62.3772,14.3468
64.1061,29.4888,64.1061,64.1061,14.7444
70.2818,32.3296,70.2818,70.2818,16.1648
73.9045,33.9961,73.9045,73.9045,16.998
75.168,34.5773,75.168,75.168,17.2887
74.163,34.115,74.163,74.163,17.0575
75.3167,34.6457,75.3167,75.3167,17.3228
78.0701,35.9122,78.0701,78.0701,17.9561
78.6776,36.1917,78.6776,78.6776,18.0959
77.5789,35.6863,77.5789,77.5789,17.8431
74.0628,34.0689,74.0628,74.0628,17.0344
74.4151,34.2309,74.4151,74.4151,17.1155
86.4142,39.7505,86.4142,86.4142,19.8753
85.6838,39.4146,85.6838,85.6838,19.7073
84.8501,39.031,84.8501,84.8501,19.5155
82.3229,37.8685,82.3229,82.3229,18.9343
79.4015,36.5247,79.4015,79.4015,18.2623
74.386,34.2176,74.386,74.386,17.1088
71.2384,32.7696,71.2384,71.2384,16.3848
68.3299,31.4317,68.3299,68.3299,15.7159
65.8415,30.2871,65.8415,65.8415,15.1435
64.6975,29.7609,64.6975,64.6975,14.8804
64.7654,29.7921,64.7654,64.7654,14.896
66.643,30.6558,66.643,66.643,15.3279
60.9553,28.0394,60.9553,60.9553,14.0197
62.4031,28.7054,62.4031,62.4031,14.3527
66.5299,30.6037,66.5299,66.5299,15.3019
70.7859,32.5615,70.7859,70.7859,16.2808
72.5116,33.3554,72.5116,72.5116,16.6777
71.9009,33.0744,71.9009,71.9009,16.5372
71.9687,33.1056,71.9687,71.9687,16.5528
75.7594,34.8493,75.7594,75.7594,17.4247
77.1103,35.4707,77.1103,77.1103,17.7354
76.3347,35.1139,76.3347,76.3347,17.557
73.0384,33.5977,73.0384,73.0384,16.7988
72.6247,33.4074,72.6247,72.6247,16.7037
85.2185,39.2005,85.2185,85.2185,19.6002
85.4447,39.3046,85.4447,85.4447,19.6523
85.6515,39.3997,85.6515,85.6515,19.6998
83.8773,38.5836,83.8773,83.8773,19.2918
83.1987,38.2714,83.1987,83.1987,19.1357
78.836,36.2645,78.836,78.836,18.1323
75.3749,34.6724,75.3749,75.3749,17.3362
72.8316,33.5025,72.8316,72.8316,16.7513
70.1428,32.2657,70.1428,70.1428,16.1329
68.5367,31.5269,68.5367,68.5367,15.7634
69.0538,31.7647,69.0538,69.0538,15.8824
70.6405,32.4946,70.6405,70.6405,16.2473
64.7492,29.7846,64.7492,64.7492,14.8923
66.113,30.412,66.113,66.113,15.206
72.3533,33.2825,72.3533,72.3533,16.6413
75.6172,34.7839,75.6172,75.6172,17.392
77.7049,35.7442,77.7049,77.7049,17.8721
76.2248,35.0634,76.2248,76.2248,17.5317
77.6726,35.7294,77.6726,77.6726,17.8647
82.0547,37.7452,82.0547,82.0547,18.8726
82.3294,37.8715,82.3294,82.3294,18.9358
81.2338,37.3676,81.2338,81.2338,18.6838
76.8517,35.3518,76.8517,76.8517,17.6759
75.8693,34.8999,75.8693,75.8693,17.4499
88.6278,40.7688,88.6278,88.6278,20.3844
89.5036,41.1717,89.5036,89.5036,20.5858
89.4616,41.1523,89.4616,89.4616,20.5762
87.946,40.4551,87.946,87.946,20.2276
84.8145,39.0147,84.8145,84.8145,19.5073
80.5035,37.0316,80.5035,80.5035,18.5158
76.5415,35.2091,76.5415,76.5415,17.6045
73.4908,33.8058,73.4908,73.4908,16.9029
70.3497,32.3608,70.3497,70.3497,16.1804
68.5335,31.5254,68.5335,68.5335,15.7627
69.0958,31.7841,69.0958,69.0958,15.892
69.9748,32.1884,69.9748,69.9748,16.0942
63.6989,29.3015,63.6989,63.6989,14.6508
62.0993,28.5657,62.0993,62.0993,14.2828
66.2035,30.4536,66.2035,66.2035,15.2268
69.0635,31.7692,69.0635,69.0635,15.8846
70.592,32.4723,70.592,70.592,16.2362
70.4725,32.4173,70.4725,70.4725,16.2087
71.4613,32.8722,71.4613,71.4613,16.4361
74.1468,34.1075,74.1468,74.1468,17.0538
74.8966,34.4524,74.8966,74.8966,17.2262
74.8804,34.445,74.8804,74.8804,17.2225
72.1852,33.2052,72.1852,72.1852,16.6026
73.3939,33.7612,73.3939,73.3939,16.8806
86.3075,39.7015,86.3075,86.3075,19.8507
86.5725,39.8234,86.5725,86.5725,19.9117
86.6372,39.8531,86.6372,86.6372,19.9265
85.1538,39.1708,85.1538,85.1538,19.5854
82.5136,37.9562,82.5136,82.5136,18.9781
77.3429,35.5778,77.3429,77.3429,17.7889
74.302,34.1789,74.302,74.302,17.0895
70.8312,32.5823,70.8312,70.8312,16.2912
68.3105,31.4228,68.3105,68.3105,15.7114
66.8336,30.7435,66.8336,66.8336,15.3717
66.908,30.7777,66.908,66.908,15.3888
68.75,31.625,68.75,68.75,15.8125
63.4501,29.187,63.4501,63.4501,14.5935
65.8221,30.2782,65.8221,65.8221,15.1391
72.5795,33.3866,72.5795,72.5795,16.6933
76.5383,35.2076,76.5383,76.5383,17.6038
79.6277,36.6287,79.6277,79.6277,18.3144
77.9537,35.8587,77.9537,77.9537,17.9294
79.3627,36.5069,79.3627,79.3627,18.2534
84.3039,38.7798,84.3039,84.3039,19.3899
83.9581,38.6207,83.9581,83.9581,19.3104
81.0852,37.2992,81.0852,81.0852,18.6496
74.3149,34.1849,74.3149,74.3149,17.0924
72.6829,33.4341,72.6829,72.6829,16.7171
85.9359,39.5305,85.9359,85.9359,19.7653
86.8084,39.9319,86.8084,86.8084,19.9659
87.2253,40.1236,87.2253,87.2253,20.0618
83.9226,38.6044,83.9226,83.9226,19.3022
84.7919,39.0043,84.7919,84.7919,19.5021
80.3161,36.9454,80.3161,80.3161,18.4727
76.4833,35.1823,76.4833,76.4833,17.5912
72.2887,33.2528,72.2887,72.2887,16.6264
69.9554,32.1795,69.9554,69.9554,16.0897
68.4656,31.4942,68.4656,68.4656,15.7471
68.8308,31.6622,68.8308,68.8308,15.8311
71.4032,32.8455,71.4032,71.4032,16.4227
64.1708,29.5185,64.1708,64.1708,14.7593
66.7916,30.7241,66.7916,66.7916,15.3621
73.814,33.9544,73.814,73.814,16.9772
77.414,35.6105,77.414,77.414,17.8052
