year,month,day,hour,GS1,GS2,GS3,GS4,GS5,GS6,GS7,SRP,SHV,KPCM,BTB,BMC,STR,TKO,KPT,KPS
2016,10,24,6,84.1,84.1,63.1,42,63.1,42,75.9,46,25.5,30,36.1,13.3,8.3,12.8,12.2,23.3
2016,10,24,7,100.2,100.2,75.2,50.1,75.2,50.1,90.5,55,30.4,35.7,43,15.9,9.9,15.2,14.6,27.8
2016,10,24,8,108.5,108.5,81.4,54.2,81.4,54.2,97.9,59,33,38.7,46.6,17.2,10.7,16.5,15.8,30.1
2016,10,24,9,108.6,108.6,81.4,54.3,81.4,54.3,98.1,60,33,38.7,46.6,17.2,10.8,16.5,15.8,30.1
2016,10,24,10,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,10,24,11,99.5,99.5,74.6,49.7,74.6,49.7,89.8,55,30.2,35.5,42.7,15.8,9.9,15.1,14.5,27.6
2016,10,24,12,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,10,24,13,112.2,112.2,84.1,56.1,84.1,56.1,101.3,61,34.1,40,48.2,17.8,11.1,17,16.3,31.1
2016,10,24,14,107.6,107.6,80.7,53.8,80.7,53.8,97.1,59,32.7,38.4,46.2,17.1,10.7,16.3,15.6,29.8
2016,10,24,15,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,10,24,16,92.8,92.8,69.6,46.4,69.6,46.4,83.8,51,28.2,33.1,39.9,14.7,9.2,14.1,13.5,25.8
2016,10,24,17,89.4,89.4,67.1,44.7,67.1,44.7,80.7,49,27.2,31.9,38.4,14.2,8.9,13.6,13,24.8
2016,10,24,18,95,95,71.3,47.5,71.3,47.5,85.8,52,28.9,33.9,40.8,15.1,9.4,14.4,13.8,26.4
2016,10,24,19,95.4,95.4,71.5,47.7,71.5,47.7,86.1,52,29,34,41,15.1,9.5,14.5,13.9,26.5
2016,10,24,20,97.4,97.4,73.1,48.7,73.1,48.7,88,53,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,10,24,21,90.9,90.9,68.2,45.5,68.2,45.5,82.1,50,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,10,24,22,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,10,24,23,79.3,79.3,59.4,39.6,59.4,39.6,71.6,43,24.1,28.3,34,12.6,7.9,12,11.5,22
2016,10,25,0,75.1,75.1,56.3,37.5,56.3,37.5,67.8,41,22.8,26.8,32.2,11.9,7.4,11.4,10.9,20.8
2016,10,25,1,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,10,25,2,70.2,70.2,52.7,35.1,52.7,35.1,63.4,39,21.3,25.1,30.2,11.1,7,10.7,10.2,19.5
2016,10,25,3,68.6,68.6,51.4,34.3,51.4,34.3,61.9,38,20.8,24.5,29.4,10.9,6.8,10.4,10,19
2016,10,25,4,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,10,25,5,70.1,70.1,52.6,35.1,52.6,35.1,63.3,38,21.3,25,30.1,11.1,6.9,10.7,10.2,19.4
2016,10,25,6,84.1,84.1,63.1,42,63.1,42,75.9,46,25.5,30,36.1,13.3,8.3,12.8,12.2,23.3
2016,10,25,7,100.2,100.2,75.2,50.1,75.2,50.1,90.5,55,30.4,35.7,43,15.9,9.9,15.2,14.6,27.8
2016,10,25,8,108.5,108.5,81.4,54.2,81.4,54.2,97.9,59,33,38.7,46.6,17.2,10.7,16.5,15.8,30.1
2016,10,25,9,108.6,108.6,81.4,54.3,81.4,54.3,98.1,60,33,38.7,46.6,17.2,10.8,16.5,15.8,30.1
2016,10,25,10,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,10,25,11,99.5,99.5,74.6,49.7,74.6,49.7,89.8,55,30.2,35.5,42.7,15.8,9.9,15.1,14.5,27.6
2016,10,25,12,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,10,25,13,112.2,112.2,84.1,56.1,84.1,56.1,101.3,61,34.1,40,48.2,17.8,11.1,17,16.3,31.1
2016,10,25,14,107.6,107.6,80.7,53.8,80.7,53.8,97.1,59,32.7,38.4,46.2,17.1,10.7,16.3,15.6,29.8
2016,10,25,15,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,10,25,16,92.8,92.8,69.6,46.4,69.6,46.4,83.8,51,28.2,33.1,39.9,14.7,9.2,14.1,13.5,25.8
2016,10,25,17,89.4,89.4,67.1,44.7,67.1,44.7,80.7,49,27.2,31.9,38.4,14.2,8.9,13.6,13,24.8
2016,10,25,18,95,95,71.3,47.5,71.3,47.5,85.8,52,28.9,33.9,40.8,15.1,9.4,14.4,13.8,26.4
2016,10,25,19,95.4,95.4,71.5,47.7,71.5,47.7,86.1,52,29,34,41,15.1,9.5,14.5,13.9,26.5
2016,10,25,20,97.4,97.4,73.1,48.7,73.1,48.7,88,53,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,10,25,21,90.9,90.9,68.2,45.5,68.2,45.5,82.1,50,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,10,25,22,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,10,25,23,79.3,79.3,59.4,39.6,59.4,39.6,71.6,43,24.1,28.3,34,12.6,7.9,12,11.5,22
2016,10,26,0,75.1,75.1,56.3,37.5,56.3,37.5,67.8,41,22.8,26.8,32.2,11.9,7.4,11.4,10.9,20.8
2016,10,26,1,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,10,26,2,70.2,70.2,52.7,35.1,52.7,35.1,63.4,39,21.3,25.1,30.2,11.1,7,10.7,10.2,19.5
2016,10,26,3,68.6,68.6,51.4,34.3,51.4,34.3,61.9,38,20.8,24.5,29.4,10.9,6.8,10.4,10,19
2016,10,26,4,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,10,26,5,70.1,70.1,52.6,35.1,52.6,35.1,63.3,38,21.3,25,30.1,11.1,6.9,10.7,10.2,19.4
2016,10,26,6,84.1,84.1,63.1,42,63.1,42,75.9,46,25.5,30,36.1,13.3,8.3,12.8,12.2,23.3
2016,10,26,7,100.2,100.2,75.2,50.1,75.2,50.1,90.5,55,30.4,35.7,43,15.9,9.9,15.2,14.6,27.8
2016,10,26,8,108.5,108.5,81.4,54.2,81.4,54.2,97.9,59,33,38.7,46.6,17.2,10.7,16.5,15.8,30.1
2016,10,26,9,108.6,108.6,81.4,54.3,81.4,54.3,98.1,60,33,38.7,46.6,17.2,10.8,16.5,15.8,30.1
2016,10,26,10,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,10,26,11,99.5,99.5,74.6,49.7,74.6,49.7,89.8,55,30.2,35.5,42.7,15.8,9.9,15.1,14.5,27.6
2016,10,26,12,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,10,26,13,112.2,112.2,84.1,56.1,84.1,56.1,101.3,61,34.1,40,48.2,17.8,11.1,17,16.3,31.1
2016,10,26,14,107.6,107.6,80.7,53.8,80.7,53.8,97.1,59,32.7,38.4,46.2,17.1,10.7,16.3,15.6,29.8
2016,10,26,15,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,10,26,16,92.8,92.8,69.6,46.4,69.6,46.4,83.8,51,28.2,33.1,39.9,14.7,9.2,14.1,13.5,25.8
2016,10,26,17,89.4,89.4,67.1,44.7,67.1,44.7,80.7,49,27.2,31.9,38.4,14.2,8.9,13.6,13,24.8
2016,10,26,18,95,95,71.3,47.5,71.3,47.5,85.8,52,28.9,33.9,40.8,15.1,9.4,14.4,13.8,26.4
2016,10,26,19,95.4,95.4,71.5,47.7,71.5,47.7,86.1,52,29,34,41,15.1,9.5,14.5,13.9,26.5
2016,10,26,20,97.4,97.4,73.1,48.7,73.1,48.7,88,53,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,10,26,21,90.9,90.9,68.2,45.5,68.2,45.5,82.1,50,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,10,26,22,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,10,26,23,79.3,79.3,59.4,39.6,59.4,39.6,71.6,43,24.1,28.3,34,12.6,7.9,12,11.5,22
2016,10,27,0,75.1,75.1,56.3,37.5,56.3,37.5,67.8,41,22.8,26.8,32.2,11.9,7.4,11.4,10.9,20.8
2016,10,27,1,73,73,54.8,36.5,54.8,36.5,65.9,40,22.2,26,31.4,11.6,7.2,11.1,10.6,20.3
2016,10,27,2,70.2,70.2,52.7,35.1,52.7,35.1,63.4,39,21.3,25.1,30.2,11.1,7,10.7,10.2,19.5
2016,10,27,3,68.6,68.6,51.4,34.3,51.4,34.3,61.9,38,20.8,24.5,29.4,10.9,6.8,10.4,10,19
2016,10,27,4,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,10,27,5,70.1,70.1,52.6,35.1,52.6,35.1,63.3,38,21.3,25,30.1,11.1,6.9,10.7,10.2,19.4
2016,10,27,6,84.1,84.1,63.1,42,63.1,42,75.9,46,25.5,30,36.1,13.3,8.3,12.8,12.2,23.3
2016,10,27,7,100.2,100.2,75.2,50.1,75.2,50.1,90.5,55,30.4,35.7,43,15.9,9.9,15.2,14.6,27.8
2016,10,27,8,108.5,108.5,81.4,54.2,81.4,54.2,97.9,59,33,38.7,46.6,17.2,10.7,16.5,15.8,30.1
2016,10,27,9,108.6,108.6,81.4,54.3,81.4,54.3,98.1,60,33,38.7,46.6,17.2,10.8,16.5,15.8,30.1
2016,10,27,10,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,10,27,11,99.5,99.5,74.6,49.7,74.6,49.7,89.8,55,30.2,35.5,42.7,15.8,9.9,15.1,14.5,27.6
2016,10,27,12,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,10,27,13,112.2,112.2,84.1,56.1,84.1,56.1,101.3,61,34.1,40,48.2,17.8,11.1,17,16.3,31.1
2016,10,27,14,107.6,107.6,80.7,53.8,80.7,53.8,97.1,59,32.7,38.4,46.2,17.1,10.7,16.3,15.6,29.8
2016,10,27,15,102.1,102.1,76.6,51.1,76.6,51.1,92.2,56,31,36.4,43.8,16.2,10.1,15.5,14.8,28.3
2016,10,27,16,92.8,92.8,69.6,46.4,69.6,46.4,83.8,51,28.2,33.1,39.9,14.7,9.2,14.1,13.5,25.8
2016,10,27,17,89.4,89.4,67.1,44.7,67.1,44.7,80.7,49,27.2,31.9,38.4,14.2,8.9,13.6,13,24.8
2016,10,27,18,95,95,71.3,47.5,71.3,47.5,85.8,52,28.9,33.9,40.8,15.1,9.4,14.4,13.8,26.4
2016,10,27,19,95.4,95.4,71.5,47.7,71.5,47.7,86.1,52,29,34,41,15.1,9.5,14.5,13.9,26.5
2016,10,27,20,97.4,97.4,73.1,48.7,73.1,48.7,88,53,29.6,34.7,41.8,15.4,9.7,14.8,14.2,27
2016,10,27,21,90.9,90.9,68.2,45.5,68.2,45.5,82.1,50,27.6,32.4,39,14.4,9,13.8,13.2,25.2
2016,10,27,22,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,10,27,23,79.3,79.3,59.4,39.6,59.4,39.6,71.6,43,24.1,28.3,34,12.6,7.9,12,11.5,22
2016,10,28,0,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,10,28,1,72.8,72.8,54.6,36.4,54.6,36.4,65.7,40,22.1,26,31.2,11.5,7.2,11.1,10.6,20.2
2016,10,28,2,70,70,52.5,35,52.5,35,63.2,38,21.3,25,30,11.1,6.9,10.6,10.2,19.4
2016,10,28,3,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,10,28,4,68.1,68.1,51.1,34,51.1,34,61.5,37,20.7,24.3,29.2,10.8,6.7,10.3,9.9,18.9
2016,10,28,5,69.9,69.9,52.4,34.9,52.4,34.9,63.1,38,21.2,24.9,30,11.1,6.9,10.6,10.2,19.4
2016,10,28,6,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,10,28,7,99.8,99.8,74.9,49.9,74.9,49.9,90.1,55,30.3,35.6,42.9,15.8,9.9,15.2,14.5,27.7
2016,10,28,8,108.1,108.1,81.1,54,81.1,54,97.6,59,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,10,28,9,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,10,28,10,103.1,103.1,77.4,51.6,77.4,51.6,93.1,57,31.3,36.8,44.3,16.3,10.2,15.7,15,28.6
2016,10,28,11,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,10,28,12,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,10,28,13,111.6,111.6,83.7,55.8,83.7,55.8,100.8,61,33.9,39.8,47.9,17.7,11.1,17,16.2,31
2016,10,28,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,10,28,15,101.7,101.7,76.3,50.9,76.3,50.9,91.9,56,30.9,36.3,43.7,16.1,10.1,15.5,14.8,28.2
2016,10,28,16,92.5,92.5,69.3,46.2,69.3,46.2,83.5,51,28.1,33,39.7,14.7,9.2,14,13.4,25.7
2016,10,28,17,89,89,66.8,44.5,66.8,44.5,80.4,49,27.1,31.8,38.2,14.1,8.8,13.5,12.9,24.7
2016,10,28,18,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,10,28,19,95,95,71.3,47.5,71.3,47.5,85.8,52,28.9,33.9,40.8,15.1,9.4,14.4,13.8,26.4
2016,10,28,20,97,97,72.8,48.5,72.8,48.5,87.6,53,29.5,34.6,41.7,15.4,9.6,14.7,14.1,26.9
2016,10,28,21,90.6,90.6,67.9,45.3,67.9,45.3,81.8,50,27.5,32.3,38.9,14.4,9,13.8,13.2,25.1
2016,10,28,22,83.3,83.3,62.5,41.7,62.5,41.7,75.2,46,25.3,29.7,35.8,13.2,8.3,12.7,12.1,23.1
2016,10,28,23,79,79,59.3,39.5,59.3,39.5,71.3,43,24,28.2,33.9,12.5,7.8,12,11.5,21.9
2016,10,29,0,67.3,67.3,50.5,33.7,50.5,33.7,60.8,37,20.5,24,28.9,10.7,6.7,10.2,9.8,18.7
2016,10,29,1,65.4,65.4,49.1,32.7,49.1,32.7,59.1,36,19.9,23.3,28.1,10.4,6.5,9.9,9.5,18.1
2016,10,29,2,62.9,62.9,47.2,31.4,47.2,31.4,56.8,34,19.1,22.4,27,10,6.2,9.6,9.1,17.4
2016,10,29,3,61.5,61.5,46.1,30.7,46.1,30.7,55.5,34,18.7,21.9,26.4,9.7,6.1,9.3,8.9,17.1
2016,10,29,4,61.2,61.2,45.9,30.6,45.9,30.6,55.3,34,18.6,21.8,26.3,9.7,6.1,9.3,8.9,17
2016,10,29,5,62.9,62.9,47.2,31.4,47.2,31.4,56.8,34,19.1,22.4,27,10,6.2,9.6,9.1,17.4
2016,10,29,6,75.3,75.3,56.5,37.7,56.5,37.7,68,41,22.9,26.9,32.3,11.9,7.5,11.4,10.9,20.9
2016,10,29,7,89.8,89.8,67.3,44.9,67.3,44.9,81.1,49,27.3,32,38.6,14.2,8.9,13.6,13,24.9
2016,10,29,8,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,10,29,9,97.3,97.3,73,48.6,73,48.6,87.8,53,29.6,34.7,41.8,15.4,9.6,14.8,14.1,27
2016,10,29,10,92.8,92.8,69.6,46.4,69.6,46.4,83.8,51,28.2,33.1,39.9,14.7,9.2,14.1,13.5,25.8
2016,10,29,11,89,89,66.8,44.5,66.8,44.5,80.4,49,27.1,31.8,38.2,14.1,8.8,13.5,12.9,24.7
2016,10,29,12,96.9,96.9,72.7,48.5,72.7,48.5,87.5,53,29.4,34.6,41.6,15.4,9.6,14.7,14.1,26.9
2016,10,29,13,100.5,100.5,75.4,50.2,75.4,50.2,90.7,55,30.5,35.8,43.1,15.9,10,15.3,14.6,27.9
2016,10,29,14,96.4,96.4,72.3,48.2,72.3,48.2,87,53,29.3,34.4,41.4,15.3,9.6,14.6,14,26.7
2016,10,29,15,91.6,91.6,68.7,45.8,68.7,45.8,82.7,50,27.8,32.7,39.3,14.5,9.1,13.9,13.3,25.4
2016,10,29,16,83.2,83.2,62.4,41.6,62.4,41.6,75.1,46,25.3,29.7,35.7,13.2,8.2,12.6,12.1,23.1
2016,10,29,17,80.1,80.1,60.1,40.1,60.1,40.1,72.4,44,24.4,28.6,34.4,12.7,7.9,12.2,11.6,22.2
2016,10,29,18,85.1,85.1,63.8,42.5,63.8,42.5,76.8,47,25.9,30.4,36.5,13.5,8.4,12.9,12.4,23.6
2016,10,29,19,85.5,85.5,64.1,42.7,64.1,42.7,77.2,47,26,30.5,36.7,13.6,8.5,13,12.4,23.7
2016,10,29,20,87.3,87.3,65.4,43.6,65.4,43.6,78.8,48,26.5,31.1,37.5,13.8,8.6,13.3,12.7,24.2
2016,10,29,21,81.5,81.5,61.2,40.8,61.2,40.8,73.6,45,24.8,29.1,35,12.9,8.1,12.4,11.8,22.6
2016,10,29,22,74.9,74.9,56.2,37.5,56.2,37.5,67.7,41,22.8,26.7,32.2,11.9,7.4,11.4,10.9,20.8
2016,10,29,23,71.1,71.1,53.3,35.6,53.3,35.6,64.2,39,21.6,25.4,30.5,11.3,7,10.8,10.3,19.7
2016,10,30,0,67.3,67.3,50.5,33.7,50.5,33.7,60.8,37,20.5,24,28.9,10.7,6.7,10.2,9.8,18.7
2016,10,30,1,65.4,65.4,49.1,32.7,49.1,32.7,59.1,36,19.9,23.3,28.1,10.4,6.5,9.9,9.5,18.1
2016,10,30,2,62.9,62.9,47.2,31.4,47.2,31.4,56.8,34,19.1,22.4,27,10,6.2,9.6,9.1,17.4
2016,10,30,3,61.5,61.5,46.1,30.7,46.1,30.7,55.5,34,18.7,21.9,26.4,9.7,6.1,9.3,8.9,17.1
2016,10,30,4,61.2,61.2,45.9,30.6,45.9,30.6,55.3,34,18.6,21.8,26.3,9.7,6.1,9.3,8.9,17
2016,10,30,5,62.9,62.9,47.2,31.4,47.2,31.4,56.8,34,19.1,22.4,27,10,6.2,9.6,9.1,17.4
2016,10,30,6,75.3,75.3,56.5,37.7,56.5,37.7,68,41,22.9,26.9,32.3,11.9,7.5,11.4,10.9,20.9
2016,10,30,7,89.8,89.8,67.3,44.9,67.3,44.9,81.1,49,27.3,32,38.6,14.2,8.9,13.6,13,24.9
2016,10,30,8,97.2,97.2,72.9,48.6,72.9,48.6,87.7,53,29.5,34.7,41.7,15.4,9.6,14.8,14.1,27
2016,10,30,9,97.3,97.3,73,48.6,73,48.6,87.8,53,29.6,34.7,41.8,15.4,9.6,14.8,14.1,27
2016,10,30,10,92.8,92.8,69.6,46.4,69.6,46.4,83.8,51,28.2,33.1,39.9,14.7,9.2,14.1,13.5,25.8
2016,10,30,11,89,89,66.8,44.5,66.8,44.5,80.4,49,27.1,31.8,38.2,14.1,8.8,13.5,12.9,24.7
2016,10,30,12,96.9,96.9,72.7,48.5,72.7,48.5,87.5,53,29.4,34.6,41.6,15.4,9.6,14.7,14.1,26.9
2016,10,30,13,100.5,100.5,75.4,50.2,75.4,50.2,90.7,55,30.5,35.8,43.1,15.9,10,15.3,14.6,27.9
2016,10,30,14,96.4,96.4,72.3,48.2,72.3,48.2,87,53,29.3,34.4,41.4,15.3,9.6,14.6,14,26.7
2016,10,30,15,91.6,91.6,68.7,45.8,68.7,45.8,82.7,50,27.8,32.7,39.3,14.5,9.1,13.9,13.3,25.4
2016,10,30,16,83.2,83.2,62.4,41.6,62.4,41.6,75.1,46,25.3,29.7,35.7,13.2,8.2,12.6,12.1,23.1
2016,10,30,17,80.1,80.1,60.1,40.1,60.1,40.1,72.4,44,24.4,28.6,34.4,12.7,7.9,12.2,11.6,22.2
2016,10,30,18,85.1,85.1,63.8,42.5,63.8,42.5,76.8,47,25.9,30.4,36.5,13.5,8.4,12.9,12.4,23.6
2016,10,30,19,85.5,85.5,64.1,42.7,64.1,42.7,77.2,47,26,30.5,36.7,13.6,8.5,13,12.4,23.7
2016,10,30,20,87.3,87.3,65.4,43.6,65.4,43.6,78.8,48,26.5,31.1,37.5,13.8,8.6,13.3,12.7,24.2
2016,10,30,21,81.5,81.5,61.2,40.8,61.2,40.8,73.6,45,24.8,29.1,35,12.9,8.1,12.4,11.8,22.6
2016,10,30,22,74.9,74.9,56.2,37.5,56.2,37.5,67.7,41,22.8,26.7,32.2,11.9,7.4,11.4,10.9,20.8
2016,10,30,23,71.1,71.1,53.3,35.6,53.3,35.6,64.2,39,21.6,25.4,30.5,11.3,7,10.8,10.3,19.7
2016,10,31,0,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,10,31,1,72.8,72.8,54.6,36.4,54.6,36.4,65.7,40,22.1,26,31.2,11.5,7.2,11.1,10.6,20.2
2016,10,31,2,70,70,52.5,35,52.5,35,63.2,38,21.3,25,30,11.1,6.9,10.6,10.2,19.4
2016,10,31,3,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,10,31,4,68.1,68.1,51.1,34,51.1,34,61.5,37,20.7,24.3,29.2,10.8,6.7,10.3,9.9,18.9
2016,10,31,5,69.9,69.9,52.4,34.9,52.4,34.9,63.1,38,21.2,24.9,30,11.1,6.9,10.6,10.2,19.4
2016,10,31,6,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,10,31,7,99.8,99.8,74.9,49.9,74.9,49.9,90.1,55,30.3,35.6,42.9,15.8,9.9,15.2,14.5,27.7
2016,10,31,8,108.1,108.1,81.1,54,81.1,54,97.6,59,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,10,31,9,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,10,31,10,103.1,103.1,77.4,51.6,77.4,51.6,93.1,57,31.3,36.8,44.3,16.3,10.2,15.7,15,28.6
2016,10,31,11,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,10,31,12,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,10,31,13,111.6,111.6,83.7,55.8,83.7,55.8,100.8,61,33.9,39.8,47.9,17.7,11.1,17,16.2,31
2016,10,31,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,10,31,15,101.7,101.7,76.3,50.9,76.3,50.9,91.9,56,30.9,36.3,43.7,16.1,10.1,15.5,14.8,28.2
2016,10,31,16,92.5,92.5,69.3,46.2,69.3,46.2,83.5,51,28.1,33,39.7,14.7,9.2,14,13.4,25.7
2016,10,31,17,89,89,66.8,44.5,66.8,44.5,80.4,49,27.1,31.8,38.2,14.1,8.8,13.5,12.9,24.7
2016,10,31,18,94.6,94.6,71,47.3,71,47.3,85.4,52,28.8,33.8,40.6,15,9.4,14.4,13.8,26.3
2016,10,31,19,95,95,71.3,47.5,71.3,47.5,85.8,52,28.9,33.9,40.8,15.1,9.4,14.4,13.8,26.4
2016,10,31,20,97,97,72.8,48.5,72.8,48.5,87.6,53,29.5,34.6,41.7,15.4,9.6,14.7,14.1,26.9
2016,10,31,21,90.6,90.6,67.9,45.3,67.9,45.3,81.8,50,27.5,32.3,38.9,14.4,9,13.8,13.2,25.1
2016,10,31,22,83.3,83.3,62.5,41.7,62.5,41.7,75.2,46,25.3,29.7,35.8,13.2,8.3,12.7,12.1,23.1
2016,10,31,23,79,79,59.3,39.5,59.3,39.5,71.3,43,24,28.2,33.9,12.5,7.8,12,11.5,21.9
2016,11,1,0,74.8,74.8,56.1,37.4,56.1,37.4,67.5,41,22.7,26.7,32.1,11.9,7.4,11.4,10.9,20.8
2016,11,1,1,72.8,72.8,54.6,36.4,54.6,36.4,65.7,40,22.1,26,31.2,11.5,7.2,11.1,10.6,20.2
2016,11,1,2,70,70,52.5,35,52.5,35,63.2,38,21.3,25,30,11.1,6.9,10.6,10.2,19.4
2016,11,1,3,68.3,68.3,51.2,34.2,51.2,34.2,61.7,37,20.8,24.4,29.3,10.8,6.8,10.4,9.9,19
2016,11,1,4,68.1,68.1,51.1,34,51.1,34,61.5,37,20.7,24.3,29.2,10.8,6.7,10.3,9.9,18.9
2016,11,1,5,69.9,69.9,52.4,34.9,52.4,34.9,63.1,38,21.2,24.9,30,11.1,6.9,10.6,10.2,19.4
2016,11,1,6,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,11,1,7,99.8,99.8,74.9,49.9,74.9,49.9,90.1,55,30.3,35.6,42.9,15.8,9.9,15.2,14.5,27.7
2016,11,1,8,108.1,108.1,81.1,54,81.1,54,97.6,59,32.8,38.6,46.4,17.1,10.7,16.4,15.7,30
2016,11,1,9,108.2,108.2,81.2,54.1,81.2,54.1,97.7,59,32.9,38.6,46.5,17.2,10.7,16.4,15.7,30
2016,11,1,10,103.1,103.1,77.4,51.6,77.4,51.6,93.1,57,31.3,36.8,44.3,16.3,10.2,15.7,15,28.6
2016,11,1,11,98.9,98.9,74.2,49.5,74.2,49.5,89.3,54,30.1,35.3,42.5,15.7,9.8,15,14.4,27.4
2016,11,1,12,107.7,107.7,80.8,53.9,80.8,53.9,97.2,59,32.7,38.4,46.2,17.1,10.7,16.4,15.7,29.9
2016,11,1,13,111.6,111.6,83.7,55.8,83.7,55.8,100.8,61,33.9,39.8,47.9,17.7,11.1,17,16.2,31
2016,11,1,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,11,1,15,101.7,101.7,76.3,50.9,76.3,50.9,91.9,56,30.9,36.3,43.7,16.1,10.1,15.5,14.8,28.2
2016,11,1,16,92.5,92.5,69.3,46.2,69.3,46.2,83.5,51,28.1,33,39.7,14.7,9.2,14,13.4,25.7
